"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Myeloma"	"34000"	"Louisiana"	"22"	"2001"	"2001"	276	4477875	6.2
	"Myeloma"	"34000"	"Louisiana"	"22"	"2002"	"2002"	303	4497267	6.7
	"Myeloma"	"34000"	"Louisiana"	"22"	"2003"	"2003"	296	4521042	6.5
	"Myeloma"	"34000"	"Louisiana"	"22"	"2004"	"2004"	300	4552238	6.6
	"Myeloma"	"34000"	"Louisiana"	"22"	"2005"	"2005"	282	4411396	6.4
	"Myeloma"	"34000"	"Louisiana"	"22"	"2006"	"2006"	312	4302665	7.3
	"Myeloma"	"34000"	"Louisiana"	"22"	"2007"	"2007"	302	4375581	6.9
	"Myeloma"	"34000"	"Louisiana"	"22"	"2008"	"2008"	305	4435586	6.9
	"Myeloma"	"34000"	"Louisiana"	"22"	"2009"	"2009"	283	4491648	6.3
	"Myeloma"	"34000"	"Louisiana"	"22"	"2010"	"2010"	300	4545581	6.6
	"Myeloma"	"34000"	"Louisiana"	"22"	"2011"	"2011"	334	4575972	7.3
	"Myeloma"	"34000"	"Louisiana"	"22"	"2012"	"2012"	383	4604744	8.3
	"Myeloma"	"34000"	"Louisiana"	"22"	"2013"	"2013"	394	4629284	8.5
	"Myeloma"	"34000"	"Maine"	"23"	"1999"	"1999"	98	1266808	7.7
	"Myeloma"	"34000"	"Maine"	"23"	"2000"	"2000"	78	1277072	6.1
	"Myeloma"	"34000"	"Maine"	"23"	"2001"	"2001"	82	1285692	6.4
	"Myeloma"	"34000"	"Maine"	"23"	"2002"	"2002"	90	1295960	6.9
	"Myeloma"	"34000"	"Maine"	"23"	"2003"	"2003"	75	1306513	5.7
	"Myeloma"	"34000"	"Maine"	"23"	"2004"	"2004"	87	1313688	6.6
	"Myeloma"	"34000"	"Maine"	"23"	"2005"	"2005"	95	1318787	7.2
	"Myeloma"	"34000"	"Maine"	"23"	"2006"	"2006"	91	1323619	6.9
	"Myeloma"	"34000"	"Maine"	"23"	"2007"	"2007"	94	1327040	7.1
	"Myeloma"	"34000"	"Maine"	"23"	"2008"	"2008"	98	1330509	7.4
	"Myeloma"	"34000"	"Maine"	"23"	"2009"	"2009"	85	1329590	6.4
	"Myeloma"	"34000"	"Maine"	"23"	"2010"	"2010"	96	1327361	7.2
	"Myeloma"	"34000"	"Maine"	"23"	"2011"	"2011"	97	1327930	7.3
	"Myeloma"	"34000"	"Maine"	"23"	"2012"	"2012"	113	1328592	8.5
	"Myeloma"	"34000"	"Maine"	"23"	"2013"	"2013"	116	1328702	8.7
	"Myeloma"	"34000"	"Maryland"	"24"	"1999"	"1999"	280	5254509	5.3
	"Myeloma"	"34000"	"Maryland"	"24"	"2000"	"2000"	309	5311034	5.8
	"Myeloma"	"34000"	"Maryland"	"24"	"2001"	"2001"	306	5374691	5.7
	"Myeloma"	"34000"	"Maryland"	"24"	"2002"	"2002"	302	5440389	5.6
	"Myeloma"	"34000"	"Maryland"	"24"	"2003"	"2003"	303	5496269	5.5
	"Myeloma"	"34000"	"Maryland"	"24"	"2004"	"2004"	337	5546935	6.1
	"Myeloma"	"34000"	"Maryland"	"24"	"2005"	"2005"	295	5592379	5.3
	"Myeloma"	"34000"	"Maryland"	"24"	"2006"	"2006"	304	5627367	5.4
	"Myeloma"	"34000"	"Maryland"	"24"	"2007"	"2007"	331	5653408	5.9
	"Myeloma"	"34000"	"Maryland"	"24"	"2008"	"2008"	369	5684965	6.5
	"Myeloma"	"34000"	"Maryland"	"24"	"2009"	"2009"	383	5730388	6.7
	"Myeloma"	"34000"	"Maryland"	"24"	"2010"	"2010"	459	5788101	7.9
	"Myeloma"	"34000"	"Maryland"	"24"	"2011"	"2011"	411	5843833	7.0
	"Myeloma"	"34000"	"Maryland"	"24"	"2012"	"2012"	393	5891819	6.7
	"Myeloma"	"34000"	"Maryland"	"24"	"2013"	"2013"	439	5938737	7.4
	"Myeloma"	"34000"	"Massachusetts"	"25"	"1999"	"1999"	322	6317345	5.1
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2000"	"2000"	347	6361104	5.5
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2001"	"2001"	377	6397634	5.9
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2002"	"2002"	396	6417206	6.2
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2003"	"2003"	380	6422565	5.9
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2004"	"2004"	380	6412281	5.9
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2005"	"2005"	363	6403290	5.7
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2006"	"2006"	417	6410084	6.5
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2007"	"2007"	403	6431559	6.3
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2008"	"2008"	425	6468967	6.6
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2009"	"2009"	466	6517613	7.1
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2010"	"2010"	441	6564073	6.7
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2011"	"2011"	530	6612270	8.0
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2012"	"2012"	511	6655829	7.7
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2013"	"2013"	550	6708874	8.2
	"Myeloma"	"34000"	"Michigan"	"26"	"1999"	"1999"	565	9897116	5.7
	"Myeloma"	"34000"	"Michigan"	"26"	"2000"	"2000"	614	9952450	6.2
	"Myeloma"	"34000"	"Michigan"	"26"	"2001"	"2001"	590	9991120	5.9
	"Myeloma"	"34000"	"Michigan"	"26"	"2002"	"2002"	623	10015710	6.2
	"Myeloma"	"34000"	"Michigan"	"26"	"2003"	"2003"	614	10041152	6.1
	"Myeloma"	"34000"	"Michigan"	"26"	"2004"	"2004"	657	10055315	6.5
	"Myeloma"	"34000"	"Michigan"	"26"	"2005"	"2005"	662	10051137	6.6
	"Myeloma"	"34000"	"Michigan"	"26"	"2006"	"2006"	694	10036081	6.9
	"Myeloma"	"34000"	"Michigan"	"26"	"2007"	"2007"	696	10001284	7.0
	"Myeloma"	"34000"	"Michigan"	"26"	"2008"	"2008"	667	9946889	6.7
	"Myeloma"	"34000"	"Michigan"	"26"	"2009"	"2009"	684	9901591	6.9
	"Myeloma"	"34000"	"Michigan"	"26"	"2010"	"2010"	778	9876498	7.9
	"Myeloma"	"34000"	"Michigan"	"26"	"2011"	"2011"	773	9875736	7.8
	"Myeloma"	"34000"	"Michigan"	"26"	"2012"	"2012"	731	9884781	7.4
	"Myeloma"	"34000"	"Michigan"	"26"	"2013"	"2013"	732	9898193	7.4
	"Myeloma"	"34000"	"Minnesota"	"27"	"1999"	"1999"	230	4873481	4.7
	"Myeloma"	"34000"	"Minnesota"	"27"	"2000"	"2000"	216	4933692	4.4
	"Myeloma"	"34000"	"Minnesota"	"27"	"2001"	"2001"	275	4982796	5.5
	"Myeloma"	"34000"	"Minnesota"	"27"	"2002"	"2002"	249	5018935	5.0
	"Myeloma"	"34000"	"Minnesota"	"27"	"2003"	"2003"	290	5053572	5.7
	"Myeloma"	"34000"	"Minnesota"	"27"	"2004"	"2004"	277	5087713	5.4
	"Myeloma"	"34000"	"Minnesota"	"27"	"2005"	"2005"	292	5119598	5.7
	"Myeloma"	"34000"	"Minnesota"	"27"	"2006"	"2006"	307	5163555	5.9
	"Myeloma"	"34000"	"Minnesota"	"27"	"2007"	"2007"	290	5207203	5.6
	"Myeloma"	"34000"	"Minnesota"	"27"	"2008"	"2008"	342	5247018	6.5
	"Myeloma"	"34000"	"Minnesota"	"27"	"2009"	"2009"	335	5281203	6.3
	"Myeloma"	"34000"	"Minnesota"	"27"	"2010"	"2010"	326	5310418	6.1
	"Myeloma"	"34000"	"Minnesota"	"27"	"2011"	"2011"	379	5348036	7.1
	"Myeloma"	"34000"	"Minnesota"	"27"	"2012"	"2012"	389	5380615	7.2
	"Myeloma"	"34000"	"Minnesota"	"27"	"2013"	"2013"	412	5422060	7.6
	"Myeloma"	"34000"	"Mississippi"	"28"	"2003"	"2003"	180	2868312	6.3
	"Myeloma"	"34000"	"Mississippi"	"28"	"2004"	"2004"	215	2889010	7.4
	"Myeloma"	"34000"	"Mississippi"	"28"	"2005"	"2005"	192	2876229	6.7
	"Myeloma"	"34000"	"Mississippi"	"28"	"2006"	"2006"	195	2904978	6.7
	"Myeloma"	"34000"	"Mississippi"	"28"	"2007"	"2007"	208	2928350	7.1
	"Myeloma"	"34000"	"Mississippi"	"28"	"2008"	"2008"	233	2947806	7.9
	"Myeloma"	"34000"	"Mississippi"	"28"	"2009"	"2009"	242	2958774	8.2
	"Myeloma"	"34000"	"Mississippi"	"28"	"2010"	"2010"	242	2970811	8.1
	"Myeloma"	"34000"	"Mississippi"	"28"	"2011"	"2011"	250	2978464	8.4
	"Myeloma"	"34000"	"Mississippi"	"28"	"2012"	"2012"	239	2986137	8.0
	"Myeloma"	"34000"	"Mississippi"	"28"	"2013"	"2013"	217	2992206	7.3
	"Myeloma"	"34000"	"Missouri"	"29"	"1999"	"1999"	292	5561948	5.2
	"Myeloma"	"34000"	"Missouri"	"29"	"2000"	"2000"	307	5607285	5.5
	"Myeloma"	"34000"	"Missouri"	"29"	"2001"	"2001"	316	5641142	5.6
	"Myeloma"	"34000"	"Missouri"	"29"	"2002"	"2002"	337	5674825	5.9
	"Myeloma"	"34000"	"Missouri"	"29"	"2003"	"2003"	351	5709403	6.1
	"Myeloma"	"34000"	"Missouri"	"29"	"2004"	"2004"	390	5747741	6.8
	"Myeloma"	"34000"	"Missouri"	"29"	"2005"	"2005"	386	5790300	6.7
	"Myeloma"	"34000"	"Missouri"	"29"	"2006"	"2006"	380	5842704	6.5
	"Myeloma"	"34000"	"Missouri"	"29"	"2007"	"2007"	382	5887612	6.5
	"Myeloma"	"34000"	"Missouri"	"29"	"2008"	"2008"	368	5923916	6.2
	"Myeloma"	"34000"	"Missouri"	"29"	"2009"	"2009"	411	5961088	6.9
	"Myeloma"	"34000"	"Missouri"	"29"	"2010"	"2010"	389	5996085	6.5
	"Myeloma"	"34000"	"Missouri"	"29"	"2011"	"2011"	421	6010544	7.0
	"Myeloma"	"34000"	"Missouri"	"29"	"2012"	"2012"	438	6025281	7.3
	"Myeloma"	"34000"	"Missouri"	"29"	"2013"	"2013"	452	6044917	7.5
	"Myeloma"	"34000"	"Montana"	"30"	"1999"	"1999"	53	897507	5.9
	"Myeloma"	"34000"	"Montana"	"30"	"2000"	"2000"	52	903773	5.8
	"Myeloma"	"34000"	"Montana"	"30"	"2001"	"2001"	58	906961	6.4
	"Myeloma"	"34000"	"Montana"	"30"	"2002"	"2002"	48	911667	5.3
	"Myeloma"	"34000"	"Montana"	"30"	"2003"	"2003"	66	919630	7.2
	"Myeloma"	"34000"	"Montana"	"30"	"2004"	"2004"	55	930009	5.9
	"Myeloma"	"34000"	"Montana"	"30"	"2005"	"2005"	69	940102	7.3
	"Myeloma"	"34000"	"Montana"	"30"	"2006"	"2006"	68	952692	7.1
	"Myeloma"	"34000"	"Montana"	"30"	"2007"	"2007"	59	964706	6.1
	"Myeloma"	"34000"	"Montana"	"30"	"2008"	"2008"	75	976415	7.7
	"Myeloma"	"34000"	"Montana"	"30"	"2009"	"2009"	71	983982	7.2
	"Myeloma"	"34000"	"Montana"	"30"	"2010"	"2010"	57	990575	5.8
	"Myeloma"	"34000"	"Montana"	"30"	"2011"	"2011"	85	997661	8.5
	"Myeloma"	"34000"	"Montana"	"30"	"2012"	"2012"	82	1005163	8.2
	"Myeloma"	"34000"	"Montana"	"30"	"2013"	"2013"	90	1014864	8.9
	"Myeloma"	"34000"	"Nebraska"	"31"	"1999"	"1999"	108	1704764	6.3
	"Myeloma"	"34000"	"Nebraska"	"31"	"2000"	"2000"	100	1713820	5.8
	"Myeloma"	"34000"	"Nebraska"	"31"	"2001"	"2001"	102	1719836	5.9
	"Myeloma"	"34000"	"Nebraska"	"31"	"2002"	"2002"	91	1728292	5.3
	"Myeloma"	"34000"	"Nebraska"	"31"	"2003"	"2003"	129	1738643	7.4
	"Myeloma"	"34000"	"Nebraska"	"31"	"2004"	"2004"	122	1749370	7.0
	"Myeloma"	"34000"	"Nebraska"	"31"	"2005"	"2005"	110	1761497	6.2
	"Myeloma"	"34000"	"Nebraska"	"31"	"2006"	"2006"	103	1772693	5.8
	"Myeloma"	"34000"	"Nebraska"	"31"	"2007"	"2007"	105	1783440	5.9
	"Myeloma"	"34000"	"Nebraska"	"31"	"2008"	"2008"	116	1796378	6.5
	"Myeloma"	"34000"	"Nebraska"	"31"	"2009"	"2009"	126	1812683	7.0
	"Myeloma"	"34000"	"Nebraska"	"31"	"2010"	"2010"	129	1829865	7.0
	"Myeloma"	"34000"	"Nebraska"	"31"	"2011"	"2011"	134	1842232	7.3
	"Myeloma"	"34000"	"Nebraska"	"31"	"2012"	"2012"	134	1855487	7.2
	"Myeloma"	"34000"	"Nebraska"	"31"	"2013"	"2013"	108	1868969	5.8
	"Myeloma"	"34000"	"Nevada"	"32"	"1999"	"1999"	75	1934718	3.9
	"Myeloma"	"34000"	"Nevada"	"32"	"2000"	"2000"	102	2018741	5.1
	"Myeloma"	"34000"	"Nevada"	"32"	"2001"	"2001"	109	2098399	5.2
	"Myeloma"	"34000"	"Nevada"	"32"	"2002"	"2002"	109	2173791	5.0
	"Myeloma"	"34000"	"Nevada"	"32"	"2003"	"2003"	84	2248850	3.7
	"Myeloma"	"34000"	"Nevada"	"32"	"2004"	"2004"	140	2346222	6.0
	"Myeloma"	"34000"	"Nevada"	"32"	"2005"	"2005"	106	2432143	4.4
	"Myeloma"	"34000"	"Nevada"	"32"	"2006"	"2006"	91	2522658	3.6
	"Myeloma"	"34000"	"Nevada"	"32"	"2007"	"2007"	105	2601072	4.0
	"Myeloma"	"34000"	"Nevada"	"32"	"2008"	"2008"	124	2653630	4.7
	"Myeloma"	"34000"	"Nevada"	"32"	"2009"	"2009"	108	2684665	4.0
	"Myeloma"	"34000"	"Nevada"	"32"	"2010"	"2010"	140	2703493	5.2
	"Myeloma"	"34000"	"New Hampshire"	"33"	"1999"	"1999"	66	1222014	5.4
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2000"	"2000"	64	1239882	5.2
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2001"	"2001"	78	1255517	6.2
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2002"	"2002"	82	1269089	6.5
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2003"	"2003"	89	1279840	7.0
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2004"	"2004"	73	1290121	5.7
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2005"	"2005"	88	1298492	6.8
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2006"	"2006"	75	1308389	5.7
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2007"	"2007"	101	1312540	7.7
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2008"	"2008"	94	1315906	7.1
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2009"	"2009"	88	1316102	6.7
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2010"	"2010"	69	1316517	5.2
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2011"	"2011"	102	1318109	7.7
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2012"	"2012"	104	1321297	7.9
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2013"	"2013"	102	1322616	7.7
	"Myeloma"	"34000"	"New Jersey"	"34"	"1999"	"1999"	496	8359592	5.9
	"Myeloma"	"34000"	"New Jersey"	"34"	"2000"	"2000"	590	8430621	7.0
	"Myeloma"	"34000"	"New Jersey"	"34"	"2001"	"2001"	599	8492671	7.1
	"Myeloma"	"34000"	"New Jersey"	"34"	"2002"	"2002"	578	8552643	6.8
	"Myeloma"	"34000"	"New Jersey"	"34"	"2003"	"2003"	527	8601402	6.1
	"Myeloma"	"34000"	"New Jersey"	"34"	"2004"	"2004"	589	8634561	6.8
	"Myeloma"	"34000"	"New Jersey"	"34"	"2005"	"2005"	633	8651974	7.3
	"Myeloma"	"34000"	"New Jersey"	"34"	"2006"	"2006"	621	8661679	7.2
	"Myeloma"	"34000"	"New Jersey"	"34"	"2007"	"2007"	645	8677885	7.4
	"Myeloma"	"34000"	"New Jersey"	"34"	"2008"	"2008"	645	8711090	7.4
	"Myeloma"	"34000"	"New Jersey"	"34"	"2009"	"2009"	675	8755602	7.7
	"Myeloma"	"34000"	"New Jersey"	"34"	"2010"	"2010"	695	8803580	7.9
	"Myeloma"	"34000"	"New Jersey"	"34"	"2011"	"2011"	681	8842614	7.7
	"Myeloma"	"34000"	"New Jersey"	"34"	"2012"	"2012"	721	8876000	8.1
	"Myeloma"	"34000"	"New Jersey"	"34"	"2013"	"2013"	695	8911502	7.8
	"Myeloma"	"34000"	"New Mexico"	"35"	"1999"	"1999"	89	1808082	4.9
	"Myeloma"	"34000"	"New Mexico"	"35"	"2000"	"2000"	86	1821204	4.7
	"Myeloma"	"34000"	"New Mexico"	"35"	"2001"	"2001"	80	1831690	4.4
	"Myeloma"	"34000"	"New Mexico"	"35"	"2002"	"2002"	108	1855309	5.8
	"Myeloma"	"34000"	"New Mexico"	"35"	"2003"	"2003"	114	1877574	6.1
	"Myeloma"	"34000"	"New Mexico"	"35"	"2004"	"2004"	103	1903808	5.4
	"Myeloma"	"34000"	"New Mexico"	"35"	"2005"	"2005"	96	1932274	5.0
	"Myeloma"	"34000"	"New Mexico"	"35"	"2006"	"2006"	112	1962137	5.7
	"Myeloma"	"34000"	"New Mexico"	"35"	"2007"	"2007"	100	1990070	5.0
	"Myeloma"	"34000"	"New Mexico"	"35"	"2008"	"2008"	132	2010662	6.6
	"Myeloma"	"34000"	"New Mexico"	"35"	"2009"	"2009"	122	2036802	6.0
	"Myeloma"	"34000"	"New Mexico"	"35"	"2010"	"2010"	91	2064950	4.4
	"Myeloma"	"34000"	"New Mexico"	"35"	"2011"	"2011"	101	2078407	4.9
	"Myeloma"	"34000"	"New Mexico"	"35"	"2012"	"2012"	128	2084594	6.1
	"Myeloma"	"34000"	"New Mexico"	"35"	"2013"	"2013"	141	2086895	6.8
	"Myeloma"	"34000"	"New York"	"36"	"1999"	"1999"	1248	18882725	6.6
	"Myeloma"	"34000"	"New York"	"36"	"2000"	"2000"	1250	19001780	6.6
	"Myeloma"	"34000"	"New York"	"36"	"2001"	"2001"	1271	19082838	6.7
	"Myeloma"	"34000"	"New York"	"36"	"2002"	"2002"	1336	19137800	7.0
	"Myeloma"	"34000"	"New York"	"36"	"2003"	"2003"	1336	19175939	7.0
	"Myeloma"	"34000"	"New York"	"36"	"2004"	"2004"	1369	19171567	7.1
	"Myeloma"	"34000"	"New York"	"36"	"2005"	"2005"	1413	19132610	7.4
	"Myeloma"	"34000"	"New York"	"36"	"2006"	"2006"	1448	19104631	7.6
	"Myeloma"	"34000"	"New York"	"36"	"2007"	"2007"	1451	19132335	7.6
	"Myeloma"	"34000"	"New York"	"36"	"2008"	"2008"	1568	19212436	8.2
	"Myeloma"	"34000"	"New York"	"36"	"2009"	"2009"	1674	19307066	8.7
	"Myeloma"	"34000"	"New York"	"36"	"2010"	"2010"	1679	19400867	8.7
	"Myeloma"	"34000"	"New York"	"36"	"2011"	"2011"	1763	19521745	9.0
	"Myeloma"	"34000"	"New York"	"36"	"2012"	"2012"	1735	19607140	8.8
	"Myeloma"	"34000"	"New York"	"36"	"2013"	"2013"	1805	19695680	9.2
	"Myeloma"	"34000"	"North Carolina"	"37"	"1999"	"1999"	390	7949361	4.9
	"Myeloma"	"34000"	"North Carolina"	"37"	"2000"	"2000"	493	8081614	6.1
	"Myeloma"	"34000"	"North Carolina"	"37"	"2001"	"2001"	466	8210122	5.7
	"Myeloma"	"34000"	"North Carolina"	"37"	"2002"	"2002"	471	8326201	5.7
	"Myeloma"	"34000"	"North Carolina"	"37"	"2003"	"2003"	513	8422501	6.1
	"Myeloma"	"34000"	"North Carolina"	"37"	"2004"	"2004"	574	8553152	6.7
	"Myeloma"	"34000"	"North Carolina"	"37"	"2005"	"2005"	630	8705407	7.2
	"Myeloma"	"34000"	"North Carolina"	"37"	"2006"	"2006"	585	8917270	6.6
	"Myeloma"	"34000"	"North Carolina"	"37"	"2007"	"2007"	634	9118037	7.0
	"Myeloma"	"34000"	"North Carolina"	"37"	"2008"	"2008"	741	9309449	8.0
	"Myeloma"	"34000"	"North Carolina"	"37"	"2009"	"2009"	698	9449566	7.4
	"Myeloma"	"34000"	"North Carolina"	"37"	"2010"	"2010"	780	9559488	8.2
	"Myeloma"	"34000"	"North Carolina"	"37"	"2011"	"2011"	794	9651502	8.2
	"Myeloma"	"34000"	"North Carolina"	"37"	"2012"	"2012"	745	9748181	7.6
	"Myeloma"	"34000"	"North Carolina"	"37"	"2013"	"2013"	748	9848917	7.6
	"Myeloma"	"34000"	"North Dakota"	"38"	"1999"	"1999"	40	644259	6.2
	"Myeloma"	"34000"	"North Dakota"	"38"	"2000"	"2000"	34	642023	5.3
	"Myeloma"	"34000"	"North Dakota"	"38"	"2001"	"2001"	31	639062	4.9
	"Myeloma"	"34000"	"North Dakota"	"38"	"2002"	"2002"	45	638168	7.1
	"Myeloma"	"34000"	"North Dakota"	"38"	"2003"	"2003"	40	638817	6.3
	"Myeloma"	"34000"	"North Dakota"	"38"	"2004"	"2004"	42	644705	6.5
	"Myeloma"	"34000"	"North Dakota"	"38"	"2005"	"2005"	43	646089	6.7
	"Myeloma"	"34000"	"North Dakota"	"38"	"2006"	"2006"	46	649422	7.1
	"Myeloma"	"34000"	"North Dakota"	"38"	"2007"	"2007"	45	652822	6.9
	"Myeloma"	"34000"	"North Dakota"	"38"	"2008"	"2008"	47	657569	7.1
	"Myeloma"	"34000"	"North Dakota"	"38"	"2009"	"2009"	39	664968	5.9
	"Myeloma"	"34000"	"North Dakota"	"38"	"2010"	"2010"	46	674345	6.8
	"Myeloma"	"34000"	"North Dakota"	"38"	"2011"	"2011"	48	685242	7.0
	"Myeloma"	"34000"	"North Dakota"	"38"	"2012"	"2012"	64	701705	9.1
	"Myeloma"	"34000"	"North Dakota"	"38"	"2013"	"2013"	38	723857	5.2
	"Myeloma"	"34000"	"Ohio"	"39"	"1999"	"1999"	657	11335454	5.8
	"Myeloma"	"34000"	"Ohio"	"39"	"2000"	"2000"	630	11363543	5.5
	"Myeloma"	"34000"	"Ohio"	"39"	"2001"	"2001"	636	11387404	5.6
	"Myeloma"	"34000"	"Ohio"	"39"	"2002"	"2002"	672	11407889	5.9
	"Myeloma"	"34000"	"Ohio"	"39"	"2003"	"2003"	640	11434788	5.6
	"Myeloma"	"34000"	"Ohio"	"39"	"2004"	"2004"	708	11452251	6.2
	"Myeloma"	"34000"	"Ohio"	"39"	"2005"	"2005"	693	11463320	6.0
	"Myeloma"	"34000"	"Ohio"	"39"	"2006"	"2006"	723	11481213	6.3
	"Myeloma"	"34000"	"Ohio"	"39"	"2007"	"2007"	739	11500468	6.4
	"Myeloma"	"34000"	"Ohio"	"39"	"2008"	"2008"	796	11515391	6.9
	"Myeloma"	"34000"	"Ohio"	"39"	"2009"	"2009"	742	11528896	6.4
	"Myeloma"	"34000"	"Ohio"	"39"	"2010"	"2010"	826	11540070	7.2
	"Myeloma"	"34000"	"Ohio"	"39"	"2011"	"2011"	780	11544757	6.8
	"Myeloma"	"34000"	"Ohio"	"39"	"2012"	"2012"	752	11550901	6.5
	"Myeloma"	"34000"	"Ohio"	"39"	"2013"	"2013"	827	11572005	7.1
	"Myeloma"	"34000"	"Oklahoma"	"40"	"1999"	"1999"	152	3437147	4.4
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2000"	"2000"	170	3454365	4.9
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2001"	"2001"	190	3467100	5.5
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2002"	"2002"	206	3489080	5.9
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2003"	"2003"	243	3504892	6.9
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2004"	"2004"	225	3525233	6.4
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2005"	"2005"	217	3548597	6.1
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2006"	"2006"	225	3594090	6.3
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2007"	"2007"	239	3634349	6.6
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2008"	"2008"	229	3668976	6.2
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2009"	"2009"	232	3717572	6.2
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2010"	"2010"	199	3759481	5.3
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2011"	"2011"	240	3786527	6.3
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2012"	"2012"	290	3817059	7.6
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2013"	"2013"	246	3853118	6.4
	"Myeloma"	"34000"	"Oregon"	"41"	"1999"	"1999"	186	3393941	5.5
	"Myeloma"	"34000"	"Oregon"	"41"	"2000"	"2000"	181	3429708	5.3
	"Myeloma"	"34000"	"Oregon"	"41"	"2001"	"2001"	232	3467937	6.7
	"Myeloma"	"34000"	"Oregon"	"41"	"2002"	"2002"	213	3513424	6.1
	"Myeloma"	"34000"	"Oregon"	"41"	"2003"	"2003"	164	3547376	4.6
	"Myeloma"	"34000"	"Oregon"	"41"	"2004"	"2004"	202	3569463	5.7
	"Myeloma"	"34000"	"Oregon"	"41"	"2005"	"2005"	201	3613202	5.6
	"Myeloma"	"34000"	"Oregon"	"41"	"2006"	"2006"	232	3670883	6.3
	"Myeloma"	"34000"	"Oregon"	"41"	"2007"	"2007"	223	3722417	6.0
	"Myeloma"	"34000"	"Oregon"	"41"	"2008"	"2008"	208	3768748	5.5
	"Myeloma"	"34000"	"Oregon"	"41"	"2009"	"2009"	215	3808600	5.6
	"Myeloma"	"34000"	"Oregon"	"41"	"2010"	"2010"	211	3837083	5.5
	"Myeloma"	"34000"	"Oregon"	"41"	"2011"	"2011"	251	3867644	6.5
	"Myeloma"	"34000"	"Oregon"	"41"	"2012"	"2012"	241	3898684	6.2
	"Myeloma"	"34000"	"Oregon"	"41"	"2013"	"2013"	248	3928068	6.3
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"1999"	"1999"	782	12263805	6.4
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2000"	"2000"	803	12284173	6.5
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2001"	"2001"	821	12298970	6.7
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2002"	"2002"	846	12331031	6.9
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2003"	"2003"	859	12374658	6.9
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2004"	"2004"	809	12410722	6.5
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2005"	"2005"	876	12449990	7.0
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2006"	"2006"	851	12510809	6.8
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2007"	"2007"	937	12563937	7.5
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2008"	"2008"	914	12612285	7.2
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2009"	"2009"	998	12666858	7.9
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2010"	"2010"	1042	12711077	8.2
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2011"	"2011"	1042	12743995	8.2
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2012"	"2012"	1024	12770043	8.0
