"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Breast"	"26000"	"Kentucky"	"21"	"2009"	"2009"	3132	4317074	72.5
	"Breast"	"26000"	"Kentucky"	"21"	"2010"	"2010"	3124	4349838	71.8
	"Breast"	"26000"	"Kentucky"	"21"	"2011"	"2011"	3217	4370038	73.6
	"Breast"	"26000"	"Kentucky"	"21"	"2012"	"2012"	3312	4383465	75.6
	"Breast"	"26000"	"Kentucky"	"21"	"2013"	"2013"	3359	4399583	76.3
	"Breast"	"26000"	"Louisiana"	"22"	"1999"	"1999"	2998	4460811	67.2
	"Breast"	"26000"	"Louisiana"	"22"	"2000"	"2000"	2995	4471885	67.0
	"Breast"	"26000"	"Louisiana"	"22"	"2001"	"2001"	2922	4477875	65.3
	"Breast"	"26000"	"Louisiana"	"22"	"2002"	"2002"	2914	4497267	64.8
	"Breast"	"26000"	"Louisiana"	"22"	"2003"	"2003"	2929	4521042	64.8
	"Breast"	"26000"	"Louisiana"	"22"	"2004"	"2004"	2979	4552238	65.4
	"Breast"	"26000"	"Louisiana"	"22"	"2005"	"2005"	2684	4411396	60.8
	"Breast"	"26000"	"Louisiana"	"22"	"2006"	"2006"	2793	4302665	64.9
	"Breast"	"26000"	"Louisiana"	"22"	"2007"	"2007"	2942	4375581	67.2
	"Breast"	"26000"	"Louisiana"	"22"	"2008"	"2008"	2939	4435586	66.3
	"Breast"	"26000"	"Louisiana"	"22"	"2009"	"2009"	3181	4491648	70.8
	"Breast"	"26000"	"Louisiana"	"22"	"2010"	"2010"	3194	4545581	70.3
	"Breast"	"26000"	"Louisiana"	"22"	"2011"	"2011"	3237	4575972	70.7
	"Breast"	"26000"	"Louisiana"	"22"	"2012"	"2012"	3257	4604744	70.7
	"Breast"	"26000"	"Louisiana"	"22"	"2013"	"2013"	3376	4629284	72.9
	"Breast"	"26000"	"Maine"	"23"	"1999"	"1999"	1000	1266808	78.9
	"Breast"	"26000"	"Maine"	"23"	"2000"	"2000"	1086	1277072	85.0
	"Breast"	"26000"	"Maine"	"23"	"2001"	"2001"	1131	1285692	88.0
	"Breast"	"26000"	"Maine"	"23"	"2002"	"2002"	1057	1295960	81.6
	"Breast"	"26000"	"Maine"	"23"	"2003"	"2003"	1078	1306513	82.5
	"Breast"	"26000"	"Maine"	"23"	"2004"	"2004"	1063	1313688	80.9
	"Breast"	"26000"	"Maine"	"23"	"2005"	"2005"	1118	1318787	84.8
	"Breast"	"26000"	"Maine"	"23"	"2006"	"2006"	1123	1323619	84.8
	"Breast"	"26000"	"Maine"	"23"	"2007"	"2007"	1140	1327040	85.9
	"Breast"	"26000"	"Maine"	"23"	"2008"	"2008"	1143	1330509	85.9
	"Breast"	"26000"	"Maine"	"23"	"2009"	"2009"	1099	1329590	82.7
	"Breast"	"26000"	"Maine"	"23"	"2010"	"2010"	1131	1327361	85.2
	"Breast"	"26000"	"Maine"	"23"	"2011"	"2011"	1149	1327930	86.5
	"Breast"	"26000"	"Maine"	"23"	"2012"	"2012"	1130	1328592	85.1
	"Breast"	"26000"	"Maine"	"23"	"2013"	"2013"	1167	1328702	87.8
	"Breast"	"26000"	"Maryland"	"24"	"1999"	"1999"	3933	5254509	74.9
	"Breast"	"26000"	"Maryland"	"24"	"2000"	"2000"	3872	5311034	72.9
	"Breast"	"26000"	"Maryland"	"24"	"2001"	"2001"	3801	5374691	70.7
	"Breast"	"26000"	"Maryland"	"24"	"2002"	"2002"	4010	5440389	73.7
	"Breast"	"26000"	"Maryland"	"24"	"2003"	"2003"	4168	5496269	75.8
	"Breast"	"26000"	"Maryland"	"24"	"2004"	"2004"	3903	5546935	70.4
	"Breast"	"26000"	"Maryland"	"24"	"2005"	"2005"	3776	5592379	67.5
	"Breast"	"26000"	"Maryland"	"24"	"2006"	"2006"	3854	5627367	68.5
	"Breast"	"26000"	"Maryland"	"24"	"2007"	"2007"	4185	5653408	74.0
	"Breast"	"26000"	"Maryland"	"24"	"2008"	"2008"	4511	5684965	79.3
	"Breast"	"26000"	"Maryland"	"24"	"2009"	"2009"	4439	5730388	77.5
	"Breast"	"26000"	"Maryland"	"24"	"2010"	"2010"	4464	5788101	77.1
	"Breast"	"26000"	"Maryland"	"24"	"2011"	"2011"	4516	5843833	77.3
	"Breast"	"26000"	"Maryland"	"24"	"2012"	"2012"	4522	5891819	76.8
	"Breast"	"26000"	"Maryland"	"24"	"2013"	"2013"	4867	5938737	82.0
	"Breast"	"26000"	"Massachusetts"	"25"	"1999"	"1999"	5286	6317345	83.7
	"Breast"	"26000"	"Massachusetts"	"25"	"2000"	"2000"	5297	6361104	83.3
	"Breast"	"26000"	"Massachusetts"	"25"	"2001"	"2001"	5151	6397634	80.5
	"Breast"	"26000"	"Massachusetts"	"25"	"2002"	"2002"	5127	6417206	79.9
	"Breast"	"26000"	"Massachusetts"	"25"	"2003"	"2003"	4945	6422565	77.0
	"Breast"	"26000"	"Massachusetts"	"25"	"2004"	"2004"	5089	6412281	79.4
	"Breast"	"26000"	"Massachusetts"	"25"	"2005"	"2005"	5045	6403290	78.8
	"Breast"	"26000"	"Massachusetts"	"25"	"2006"	"2006"	5148	6410084	80.3
	"Breast"	"26000"	"Massachusetts"	"25"	"2007"	"2007"	5226	6431559	81.3
	"Breast"	"26000"	"Massachusetts"	"25"	"2008"	"2008"	5566	6468967	86.0
	"Breast"	"26000"	"Massachusetts"	"25"	"2009"	"2009"	5501	6517613	84.4
	"Breast"	"26000"	"Massachusetts"	"25"	"2010"	"2010"	5255	6564073	80.1
	"Breast"	"26000"	"Massachusetts"	"25"	"2011"	"2011"	5645	6612270	85.4
	"Breast"	"26000"	"Massachusetts"	"25"	"2012"	"2012"	5683	6655829	85.4
	"Breast"	"26000"	"Massachusetts"	"25"	"2013"	"2013"	5802	6708874	86.5
	"Breast"	"26000"	"Michigan"	"26"	"1999"	"1999"	7259	9897116	73.3
	"Breast"	"26000"	"Michigan"	"26"	"2000"	"2000"	7349	9952450	73.8
	"Breast"	"26000"	"Michigan"	"26"	"2001"	"2001"	7353	9991120	73.6
	"Breast"	"26000"	"Michigan"	"26"	"2002"	"2002"	7344	10015710	73.3
	"Breast"	"26000"	"Michigan"	"26"	"2003"	"2003"	7078	10041152	70.5
	"Breast"	"26000"	"Michigan"	"26"	"2004"	"2004"	7076	10055315	70.4
	"Breast"	"26000"	"Michigan"	"26"	"2005"	"2005"	7037	10051137	70.0
	"Breast"	"26000"	"Michigan"	"26"	"2006"	"2006"	7076	10036081	70.5
	"Breast"	"26000"	"Michigan"	"26"	"2007"	"2007"	7192	10001284	71.9
	"Breast"	"26000"	"Michigan"	"26"	"2008"	"2008"	7022	9946889	70.6
	"Breast"	"26000"	"Michigan"	"26"	"2009"	"2009"	7376	9901591	74.5
	"Breast"	"26000"	"Michigan"	"26"	"2010"	"2010"	7130	9876498	72.2
	"Breast"	"26000"	"Michigan"	"26"	"2011"	"2011"	7518	9875736	76.1
	"Breast"	"26000"	"Michigan"	"26"	"2012"	"2012"	7743	9884781	78.3
	"Breast"	"26000"	"Michigan"	"26"	"2013"	"2013"	7761	9898193	78.4
	"Breast"	"26000"	"Minnesota"	"27"	"1999"	"1999"	3515	4873481	72.1
	"Breast"	"26000"	"Minnesota"	"27"	"2000"	"2000"	3687	4933692	74.7
	"Breast"	"26000"	"Minnesota"	"27"	"2001"	"2001"	3672	4982796	73.7
	"Breast"	"26000"	"Minnesota"	"27"	"2002"	"2002"	3631	5018935	72.3
	"Breast"	"26000"	"Minnesota"	"27"	"2003"	"2003"	3425	5053572	67.8
	"Breast"	"26000"	"Minnesota"	"27"	"2004"	"2004"	3404	5087713	66.9
	"Breast"	"26000"	"Minnesota"	"27"	"2005"	"2005"	3518	5119598	68.7
	"Breast"	"26000"	"Minnesota"	"27"	"2006"	"2006"	3568	5163555	69.1
	"Breast"	"26000"	"Minnesota"	"27"	"2007"	"2007"	3836	5207203	73.7
	"Breast"	"26000"	"Minnesota"	"27"	"2008"	"2008"	3822	5247018	72.8
	"Breast"	"26000"	"Minnesota"	"27"	"2009"	"2009"	3958	5281203	74.9
	"Breast"	"26000"	"Minnesota"	"27"	"2010"	"2010"	3906	5310418	73.6
	"Breast"	"26000"	"Minnesota"	"27"	"2011"	"2011"	4170	5348036	78.0
	"Breast"	"26000"	"Minnesota"	"27"	"2012"	"2012"	4067	5380615	75.6
	"Breast"	"26000"	"Minnesota"	"27"	"2013"	"2013"	4055	5422060	74.8
	"Breast"	"26000"	"Mississippi"	"28"	"2003"	"2003"	1685	2868312	58.7
	"Breast"	"26000"	"Mississippi"	"28"	"2004"	"2004"	1791	2889010	62.0
	"Breast"	"26000"	"Mississippi"	"28"	"2005"	"2005"	1758	2876229	61.1
	"Breast"	"26000"	"Mississippi"	"28"	"2006"	"2006"	1743	2904978	60.0
	"Breast"	"26000"	"Mississippi"	"28"	"2007"	"2007"	1925	2928350	65.7
	"Breast"	"26000"	"Mississippi"	"28"	"2008"	"2008"	1976	2947806	67.0
	"Breast"	"26000"	"Mississippi"	"28"	"2009"	"2009"	2006	2958774	67.8
	"Breast"	"26000"	"Mississippi"	"28"	"2010"	"2010"	2010	2970811	67.7
	"Breast"	"26000"	"Mississippi"	"28"	"2011"	"2011"	1985	2978464	66.6
	"Breast"	"26000"	"Mississippi"	"28"	"2012"	"2012"	2082	2986137	69.7
	"Breast"	"26000"	"Mississippi"	"28"	"2013"	"2013"	2017	2992206	67.4
	"Breast"	"26000"	"Missouri"	"29"	"1999"	"1999"	4124	5561948	74.1
	"Breast"	"26000"	"Missouri"	"29"	"2000"	"2000"	4146	5607285	73.9
	"Breast"	"26000"	"Missouri"	"29"	"2001"	"2001"	4101	5641142	72.7
	"Breast"	"26000"	"Missouri"	"29"	"2002"	"2002"	4170	5674825	73.5
	"Breast"	"26000"	"Missouri"	"29"	"2003"	"2003"	4082	5709403	71.5
	"Breast"	"26000"	"Missouri"	"29"	"2004"	"2004"	4057	5747741	70.6
	"Breast"	"26000"	"Missouri"	"29"	"2005"	"2005"	4171	5790300	72.0
	"Breast"	"26000"	"Missouri"	"29"	"2006"	"2006"	4169	5842704	71.4
	"Breast"	"26000"	"Missouri"	"29"	"2007"	"2007"	4103	5887612	69.7
	"Breast"	"26000"	"Missouri"	"29"	"2008"	"2008"	4495	5923916	75.9
	"Breast"	"26000"	"Missouri"	"29"	"2009"	"2009"	4535	5961088	76.1
	"Breast"	"26000"	"Missouri"	"29"	"2010"	"2010"	4362	5996085	72.7
	"Breast"	"26000"	"Missouri"	"29"	"2011"	"2011"	4674	6010544	77.8
	"Breast"	"26000"	"Missouri"	"29"	"2012"	"2012"	4694	6025281	77.9
	"Breast"	"26000"	"Missouri"	"29"	"2013"	"2013"	4670	6044917	77.3
	"Breast"	"26000"	"Montana"	"30"	"1999"	"1999"	711	897507	79.2
	"Breast"	"26000"	"Montana"	"30"	"2000"	"2000"	703	903773	77.8
	"Breast"	"26000"	"Montana"	"30"	"2001"	"2001"	714	906961	78.7
	"Breast"	"26000"	"Montana"	"30"	"2002"	"2002"	645	911667	70.7
	"Breast"	"26000"	"Montana"	"30"	"2003"	"2003"	699	919630	76.0
	"Breast"	"26000"	"Montana"	"30"	"2004"	"2004"	649	930009	69.8
	"Breast"	"26000"	"Montana"	"30"	"2005"	"2005"	696	940102	74.0
	"Breast"	"26000"	"Montana"	"30"	"2006"	"2006"	696	952692	73.1
	"Breast"	"26000"	"Montana"	"30"	"2007"	"2007"	729	964706	75.6
	"Breast"	"26000"	"Montana"	"30"	"2008"	"2008"	717	976415	73.4
	"Breast"	"26000"	"Montana"	"30"	"2009"	"2009"	787	983982	80.0
	"Breast"	"26000"	"Montana"	"30"	"2010"	"2010"	804	990575	81.2
	"Breast"	"26000"	"Montana"	"30"	"2011"	"2011"	801	997661	80.3
	"Breast"	"26000"	"Montana"	"30"	"2012"	"2012"	746	1005163	74.2
	"Breast"	"26000"	"Montana"	"30"	"2013"	"2013"	720	1014864	70.9
	"Breast"	"26000"	"Nebraska"	"31"	"1999"	"1999"	1257	1704764	73.7
	"Breast"	"26000"	"Nebraska"	"31"	"2000"	"2000"	1276	1713820	74.5
	"Breast"	"26000"	"Nebraska"	"31"	"2001"	"2001"	1332	1719836	77.4
	"Breast"	"26000"	"Nebraska"	"31"	"2002"	"2002"	1338	1728292	77.4
	"Breast"	"26000"	"Nebraska"	"31"	"2003"	"2003"	1194	1738643	68.7
	"Breast"	"26000"	"Nebraska"	"31"	"2004"	"2004"	1237	1749370	70.7
	"Breast"	"26000"	"Nebraska"	"31"	"2005"	"2005"	1203	1761497	68.3
	"Breast"	"26000"	"Nebraska"	"31"	"2006"	"2006"	1302	1772693	73.4
	"Breast"	"26000"	"Nebraska"	"31"	"2007"	"2007"	1197	1783440	67.1
	"Breast"	"26000"	"Nebraska"	"31"	"2008"	"2008"	1341	1796378	74.7
	"Breast"	"26000"	"Nebraska"	"31"	"2009"	"2009"	1261	1812683	69.6
	"Breast"	"26000"	"Nebraska"	"31"	"2010"	"2010"	1262	1829865	69.0
	"Breast"	"26000"	"Nebraska"	"31"	"2011"	"2011"	1332	1842232	72.3
	"Breast"	"26000"	"Nebraska"	"31"	"2012"	"2012"	1288	1855487	69.4
	"Breast"	"26000"	"Nebraska"	"31"	"2013"	"2013"	1305	1868969	69.8
	"Breast"	"26000"	"Nevada"	"32"	"1999"	"1999"	1009	1934718	52.2
	"Breast"	"26000"	"Nevada"	"32"	"2000"	"2000"	1332	2018741	66.0
	"Breast"	"26000"	"Nevada"	"32"	"2001"	"2001"	1428	2098399	68.1
	"Breast"	"26000"	"Nevada"	"32"	"2002"	"2002"	1380	2173791	63.5
	"Breast"	"26000"	"Nevada"	"32"	"2003"	"2003"	1283	2248850	57.1
	"Breast"	"26000"	"Nevada"	"32"	"2004"	"2004"	1335	2346222	56.9
	"Breast"	"26000"	"Nevada"	"32"	"2005"	"2005"	1385	2432143	56.9
	"Breast"	"26000"	"Nevada"	"32"	"2006"	"2006"	1442	2522658	57.2
	"Breast"	"26000"	"Nevada"	"32"	"2007"	"2007"	1512	2601072	58.1
	"Breast"	"26000"	"Nevada"	"32"	"2008"	"2008"	1569	2653630	59.1
	"Breast"	"26000"	"Nevada"	"32"	"2009"	"2009"	1653	2684665	61.6
	"Breast"	"26000"	"Nevada"	"32"	"2010"	"2010"	1608	2703493	59.5
	"Breast"	"26000"	"New Hampshire"	"33"	"1999"	"1999"	908	1222014	74.3
	"Breast"	"26000"	"New Hampshire"	"33"	"2000"	"2000"	981	1239882	79.1
	"Breast"	"26000"	"New Hampshire"	"33"	"2001"	"2001"	984	1255517	78.4
	"Breast"	"26000"	"New Hampshire"	"33"	"2002"	"2002"	1012	1269089	79.7
	"Breast"	"26000"	"New Hampshire"	"33"	"2003"	"2003"	908	1279840	70.9
	"Breast"	"26000"	"New Hampshire"	"33"	"2004"	"2004"	966	1290121	74.9
	"Breast"	"26000"	"New Hampshire"	"33"	"2005"	"2005"	1018	1298492	78.4
	"Breast"	"26000"	"New Hampshire"	"33"	"2006"	"2006"	1024	1308389	78.3
	"Breast"	"26000"	"New Hampshire"	"33"	"2007"	"2007"	1042	1312540	79.4
	"Breast"	"26000"	"New Hampshire"	"33"	"2008"	"2008"	1098	1315906	83.4
	"Breast"	"26000"	"New Hampshire"	"33"	"2009"	"2009"	1086	1316102	82.5
	"Breast"	"26000"	"New Hampshire"	"33"	"2010"	"2010"	1064	1316517	80.8
	"Breast"	"26000"	"New Hampshire"	"33"	"2011"	"2011"	1174	1318109	89.1
	"Breast"	"26000"	"New Hampshire"	"33"	"2012"	"2012"	1153	1321297	87.3
	"Breast"	"26000"	"New Hampshire"	"33"	"2013"	"2013"	1278	1322616	96.6
	"Breast"	"26000"	"New Jersey"	"34"	"1999"	"1999"	6789	8359592	81.2
	"Breast"	"26000"	"New Jersey"	"34"	"2000"	"2000"	6779	8430621	80.4
	"Breast"	"26000"	"New Jersey"	"34"	"2001"	"2001"	6786	8492671	79.9
	"Breast"	"26000"	"New Jersey"	"34"	"2002"	"2002"	6546	8552643	76.5
	"Breast"	"26000"	"New Jersey"	"34"	"2003"	"2003"	6416	8601402	74.6
	"Breast"	"26000"	"New Jersey"	"34"	"2004"	"2004"	6708	8634561	77.7
	"Breast"	"26000"	"New Jersey"	"34"	"2005"	"2005"	6582	8651974	76.1
	"Breast"	"26000"	"New Jersey"	"34"	"2006"	"2006"	6604	8661679	76.2
	"Breast"	"26000"	"New Jersey"	"34"	"2007"	"2007"	6813	8677885	78.5
	"Breast"	"26000"	"New Jersey"	"34"	"2008"	"2008"	6948	8711090	79.8
	"Breast"	"26000"	"New Jersey"	"34"	"2009"	"2009"	7091	8755602	81.0
	"Breast"	"26000"	"New Jersey"	"34"	"2010"	"2010"	7002	8803580	79.5
	"Breast"	"26000"	"New Jersey"	"34"	"2011"	"2011"	7009	8842614	79.3
	"Breast"	"26000"	"New Jersey"	"34"	"2012"	"2012"	7198	8876000	81.1
	"Breast"	"26000"	"New Jersey"	"34"	"2013"	"2013"	7552	8911502	84.7
	"Breast"	"26000"	"New Mexico"	"35"	"1999"	"1999"	1180	1808082	65.3
	"Breast"	"26000"	"New Mexico"	"35"	"2000"	"2000"	1133	1821204	62.2
	"Breast"	"26000"	"New Mexico"	"35"	"2001"	"2001"	1140	1831690	62.2
	"Breast"	"26000"	"New Mexico"	"35"	"2002"	"2002"	1127	1855309	60.7
	"Breast"	"26000"	"New Mexico"	"35"	"2003"	"2003"	1077	1877574	57.4
	"Breast"	"26000"	"New Mexico"	"35"	"2004"	"2004"	1181	1903808	62.0
	"Breast"	"26000"	"New Mexico"	"35"	"2005"	"2005"	1148	1932274	59.4
	"Breast"	"26000"	"New Mexico"	"35"	"2006"	"2006"	1176	1962137	59.9
	"Breast"	"26000"	"New Mexico"	"35"	"2007"	"2007"	1250	1990070	62.8
	"Breast"	"26000"	"New Mexico"	"35"	"2008"	"2008"	1256	2010662	62.5
	"Breast"	"26000"	"New Mexico"	"35"	"2009"	"2009"	1357	2036802	66.6
	"Breast"	"26000"	"New Mexico"	"35"	"2010"	"2010"	1311	2064950	63.5
	"Breast"	"26000"	"New Mexico"	"35"	"2011"	"2011"	1387	2078407	66.7
	"Breast"	"26000"	"New Mexico"	"35"	"2012"	"2012"	1445	2084594	69.3
	"Breast"	"26000"	"New Mexico"	"35"	"2013"	"2013"	1415	2086895	67.8
	"Breast"	"26000"	"New York"	"36"	"1999"	"1999"	14302	18882725	75.7
	"Breast"	"26000"	"New York"	"36"	"2000"	"2000"	14330	19001780	75.4
	"Breast"	"26000"	"New York"	"36"	"2001"	"2001"	14029	19082838	73.5
	"Breast"	"26000"	"New York"	"36"	"2002"	"2002"	14048	19137800	73.4
	"Breast"	"26000"	"New York"	"36"	"2003"	"2003"	14132	19175939	73.7
	"Breast"	"26000"	"New York"	"36"	"2004"	"2004"	13914	19171567	72.6
	"Breast"	"26000"	"New York"	"36"	"2005"	"2005"	14006	19132610	73.2
	"Breast"	"26000"	"New York"	"36"	"2006"	"2006"	14380	19104631	75.3
	"Breast"	"26000"	"New York"	"36"	"2007"	"2007"	14556	19132335	76.1
	"Breast"	"26000"	"New York"	"36"	"2008"	"2008"	14928	19212436	77.7
	"Breast"	"26000"	"New York"	"36"	"2009"	"2009"	15320	19307066	79.3
	"Breast"	"26000"	"New York"	"36"	"2010"	"2010"	14619	19400867	75.4
	"Breast"	"26000"	"New York"	"36"	"2011"	"2011"	15508	19521745	79.4
	"Breast"	"26000"	"New York"	"36"	"2012"	"2012"	15180	19607140	77.4
	"Breast"	"26000"	"New York"	"36"	"2013"	"2013"	15835	19695680	80.4
	"Breast"	"26000"	"North Carolina"	"37"	"1999"	"1999"	5544	7949361	69.7
	"Breast"	"26000"	"North Carolina"	"37"	"2000"	"2000"	5737	8081614	71.0
	"Breast"	"26000"	"North Carolina"	"37"	"2001"	"2001"	5900	8210122	71.9
	"Breast"	"26000"	"North Carolina"	"37"	"2002"	"2002"	5700	8326201	68.5
	"Breast"	"26000"	"North Carolina"	"37"	"2003"	"2003"	5530	8422501	65.7
	"Breast"	"26000"	"North Carolina"	"37"	"2004"	"2004"	5846	8553152	68.3
	"Breast"	"26000"	"North Carolina"	"37"	"2005"	"2005"	6062	8705407	69.6
	"Breast"	"26000"	"North Carolina"	"37"	"2006"	"2006"	6467	8917270	72.5
	"Breast"	"26000"	"North Carolina"	"37"	"2007"	"2007"	6652	9118037	73.0
	"Breast"	"26000"	"North Carolina"	"37"	"2008"	"2008"	6681	9309449	71.8
	"Breast"	"26000"	"North Carolina"	"37"	"2009"	"2009"	7152	9449566	75.7
	"Breast"	"26000"	"North Carolina"	"37"	"2010"	"2010"	7256	9559488	75.9
	"Breast"	"26000"	"North Carolina"	"37"	"2011"	"2011"	7616	9651502	78.9
	"Breast"	"26000"	"North Carolina"	"37"	"2012"	"2012"	7462	9748181	76.5
	"Breast"	"26000"	"North Carolina"	"37"	"2013"	"2013"	7603	9848917	77.2
	"Breast"	"26000"	"North Dakota"	"38"	"1999"	"1999"	479	644259	74.3
	"Breast"	"26000"	"North Dakota"	"38"	"2000"	"2000"	476	642023	74.1
	"Breast"	"26000"	"North Dakota"	"38"	"2001"	"2001"	472	639062	73.9
	"Breast"	"26000"	"North Dakota"	"38"	"2002"	"2002"	465	638168	72.9
	"Breast"	"26000"	"North Dakota"	"38"	"2003"	"2003"	452	638817	70.8
	"Breast"	"26000"	"North Dakota"	"38"	"2004"	"2004"	458	644705	71.0
	"Breast"	"26000"	"North Dakota"	"38"	"2005"	"2005"	463	646089	71.7
	"Breast"	"26000"	"North Dakota"	"38"	"2006"	"2006"	481	649422	74.1
	"Breast"	"26000"	"North Dakota"	"38"	"2007"	"2007"	479	652822	73.4
	"Breast"	"26000"	"North Dakota"	"38"	"2008"	"2008"	451	657569	68.6
	"Breast"	"26000"	"North Dakota"	"38"	"2009"	"2009"	507	664968	76.2
	"Breast"	"26000"	"North Dakota"	"38"	"2010"	"2010"	483	674345	71.6
	"Breast"	"26000"	"North Dakota"	"38"	"2011"	"2011"	480	685242	70.0
	"Breast"	"26000"	"North Dakota"	"38"	"2012"	"2012"	486	701705	69.3
	"Breast"	"26000"	"North Dakota"	"38"	"2013"	"2013"	501	723857	69.2
	"Breast"	"26000"	"Ohio"	"39"	"1999"	"1999"	8846	11335454	78.0
	"Breast"	"26000"	"Ohio"	"39"	"2000"	"2000"	8506	11363543	74.9
	"Breast"	"26000"	"Ohio"	"39"	"2001"	"2001"	8454	11387404	74.2
	"Breast"	"26000"	"Ohio"	"39"	"2002"	"2002"	8346	11407889	73.2
	"Breast"	"26000"	"Ohio"	"39"	"2003"	"2003"	8108	11434788	70.9
	"Breast"	"26000"	"Ohio"	"39"	"2004"	"2004"	8275	11452251	72.3
	"Breast"	"26000"	"Ohio"	"39"	"2005"	"2005"	8349	11463320	72.8
	"Breast"	"26000"	"Ohio"	"39"	"2006"	"2006"	8246	11481213	71.8
	"Breast"	"26000"	"Ohio"	"39"	"2007"	"2007"	8443	11500468	73.4
	"Breast"	"26000"	"Ohio"	"39"	"2008"	"2008"	8646	11515391	75.1
	"Breast"	"26000"	"Ohio"	"39"	"2009"	"2009"	8761	11528896	76.0
	"Breast"	"26000"	"Ohio"	"39"	"2010"	"2010"	8354	11540070	72.4
	"Breast"	"26000"	"Ohio"	"39"	"2011"	"2011"	8828	11544757	76.5
	"Breast"	"26000"	"Ohio"	"39"	"2012"	"2012"	8784	11550901	76.0
	"Breast"	"26000"	"Ohio"	"39"	"2013"	"2013"	9231	11572005	79.8
	"Breast"	"26000"	"Oklahoma"	"40"	"1999"	"1999"	2563	3437147	74.6
	"Breast"	"26000"	"Oklahoma"	"40"	"2000"	"2000"	2523	3454365	73.0
	"Breast"	"26000"	"Oklahoma"	"40"	"2001"	"2001"	2555	3467100	73.7
	"Breast"	"26000"	"Oklahoma"	"40"	"2002"	"2002"	2563	3489080	73.5
	"Breast"	"26000"	"Oklahoma"	"40"	"2003"	"2003"	2631	3504892	75.1
	"Breast"	"26000"	"Oklahoma"	"40"	"2004"	"2004"	2636	3525233	74.8
	"Breast"	"26000"	"Oklahoma"	"40"	"2005"	"2005"	2542	3548597	71.6
	"Breast"	"26000"	"Oklahoma"	"40"	"2006"	"2006"	2503	3594090	69.6
	"Breast"	"26000"	"Oklahoma"	"40"	"2007"	"2007"	2632	3634349	72.4
	"Breast"	"26000"	"Oklahoma"	"40"	"2008"	"2008"	2659	3668976	72.5
	"Breast"	"26000"	"Oklahoma"	"40"	"2009"	"2009"	2612	3717572	70.3
	"Breast"	"26000"	"Oklahoma"	"40"	"2010"	"2010"	2596	3759481	69.1
	"Breast"	"26000"	"Oklahoma"	"40"	"2011"	"2011"	2594	3786527	68.5
	"Breast"	"26000"	"Oklahoma"	"40"	"2012"	"2012"	2619	3817059	68.6
	"Breast"	"26000"	"Oklahoma"	"40"	"2013"	"2013"	2654	3853118	68.9
	"Breast"	"26000"	"Oregon"	"41"	"1999"	"1999"	2885	3393941	85.0
	"Breast"	"26000"	"Oregon"	"41"	"2000"	"2000"	2786	3429708	81.2
	"Breast"	"26000"	"Oregon"	"41"	"2001"	"2001"	2843	3467937	82.0
	"Breast"	"26000"	"Oregon"	"41"	"2002"	"2002"	2821	3513424	80.3
	"Breast"	"26000"	"Oregon"	"41"	"2003"	"2003"	2630	3547376	74.1
	"Breast"	"26000"	"Oregon"	"41"	"2004"	"2004"	2722	3569463	76.3
	"Breast"	"26000"	"Oregon"	"41"	"2005"	"2005"	2753	3613202	76.2
	"Breast"	"26000"	"Oregon"	"41"	"2006"	"2006"	2857	3670883	77.8
	"Breast"	"26000"	"Oregon"	"41"	"2007"	"2007"	2897	3722417	77.8
	"Breast"	"26000"	"Oregon"	"41"	"2008"	"2008"	2907	3768748	77.1
	"Breast"	"26000"	"Oregon"	"41"	"2009"	"2009"	3050	3808600	80.1
	"Breast"	"26000"	"Oregon"	"41"	"2010"	"2010"	2930	3837083	76.4
	"Breast"	"26000"	"Oregon"	"41"	"2011"	"2011"	3058	3867644	79.1
	"Breast"	"26000"	"Oregon"	"41"	"2012"	"2012"	3082	3898684	79.1
	"Breast"	"26000"	"Oregon"	"41"	"2013"	"2013"	3117	3928068	79.4
	"Breast"	"26000"	"Pennsylvania"	"42"	"1999"	"1999"	10504	12263805	85.7
	"Breast"	"26000"	"Pennsylvania"	"42"	"2000"	"2000"	10161	12284173	82.7
	"Breast"	"26000"	"Pennsylvania"	"42"	"2001"	"2001"	10363	12298970	84.3
	"Breast"	"26000"	"Pennsylvania"	"42"	"2002"	"2002"	9942	12331031	80.6
	"Breast"	"26000"	"Pennsylvania"	"42"	"2003"	"2003"	9636	12374658	77.9
	"Breast"	"26000"	"Pennsylvania"	"42"	"2004"	"2004"	9874	12410722	79.6
	"Breast"	"26000"	"Pennsylvania"	"42"	"2005"	"2005"	9759	12449990	78.4
	"Breast"	"26000"	"Pennsylvania"	"42"	"2006"	"2006"	9998	12510809	79.9
	"Breast"	"26000"	"Pennsylvania"	"42"	"2007"	"2007"	9938	12563937	79.1
	"Breast"	"26000"	"Pennsylvania"	"42"	"2008"	"2008"	10459	12612285	82.9
	"Breast"	"26000"	"Pennsylvania"	"42"	"2009"	"2009"	10596	12666858	83.7
	"Breast"	"26000"	"Pennsylvania"	"42"	"2010"	"2010"	10445	12711077	82.2
	"Breast"	"26000"	"Pennsylvania"	"42"	"2011"	"2011"	10741	12743995	84.3
	"Breast"	"26000"	"Pennsylvania"	"42"	"2012"	"2012"	10852	12770043	85.0
	"Breast"	"26000"	"Pennsylvania"	"42"	"2013"	"2013"	11099	12781296	86.8
