"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	180	4182742	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	179	4219239	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	222	4256672	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	223	4289878	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	217	4317074	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	231	4349838	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	224	4370038	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2012"	"2012"	245	4383465	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2013"	"2013"	232	4399583	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"1999"	"1999"	182	4460811	4.1
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2000"	"2000"	164	4471885	3.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2001"	"2001"	199	4477875	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2002"	"2002"	179	4497267	4.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2003"	"2003"	214	4521042	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2004"	"2004"	193	4552238	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2005"	"2005"	221	4411396	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2006"	"2006"	196	4302665	4.6
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2007"	"2007"	196	4375581	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2008"	"2008"	196	4435586	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2009"	"2009"	198	4491648	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2010"	"2010"	197	4545581	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2011"	"2011"	191	4575972	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2012"	"2012"	225	4604744	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2013"	"2013"	223	4629284	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"1999"	"1999"	77	1266808	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2000"	"2000"	71	1277072	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2001"	"2001"	69	1285692	5.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2002"	"2002"	77	1295960	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2003"	"2003"	68	1306513	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2004"	"2004"	79	1313688	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2005"	"2005"	80	1318787	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2006"	"2006"	77	1323619	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2007"	"2007"	69	1327040	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2008"	"2008"	85	1330509	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2009"	"2009"	92	1329590	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2010"	"2010"	85	1327361	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2011"	"2011"	81	1327930	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2012"	"2012"	82	1328592	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2013"	"2013"	80	1328702	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"1999"	"1999"	197	5254509	3.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2000"	"2000"	207	5311034	3.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2001"	"2001"	222	5374691	4.1
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2002"	"2002"	207	5440389	3.8
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2003"	"2003"	234	5496269	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2004"	"2004"	236	5546935	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2005"	"2005"	194	5592379	3.5
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2006"	"2006"	208	5627367	3.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2007"	"2007"	223	5653408	3.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2008"	"2008"	225	5684965	4.0
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2009"	"2009"	244	5730388	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2010"	"2010"	244	5788101	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2011"	"2011"	245	5843833	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2012"	"2012"	256	5891819	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2013"	"2013"	278	5938737	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"1999"	"1999"	305	6317345	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2000"	"2000"	310	6361104	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2001"	"2001"	267	6397634	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2002"	"2002"	288	6417206	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2003"	"2003"	292	6422565	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2004"	"2004"	274	6412281	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2005"	"2005"	285	6403290	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2006"	"2006"	297	6410084	4.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2007"	"2007"	296	6431559	4.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2008"	"2008"	293	6468967	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2009"	"2009"	346	6517613	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2010"	"2010"	288	6564073	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2011"	"2011"	326	6612270	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2012"	"2012"	317	6655829	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2013"	"2013"	334	6708874	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"1999"	"1999"	436	9897116	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2000"	"2000"	499	9952450	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2001"	"2001"	478	9991120	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2002"	"2002"	487	10015710	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2003"	"2003"	476	10041152	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2004"	"2004"	473	10055315	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2005"	"2005"	505	10051137	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2006"	"2006"	499	10036081	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2007"	"2007"	502	10001284	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2008"	"2008"	567	9946889	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2009"	"2009"	529	9901591	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2010"	"2010"	532	9876498	5.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2011"	"2011"	515	9875736	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2012"	"2012"	553	9884781	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2013"	"2013"	522	9898193	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"1999"	"1999"	243	4873481	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2000"	"2000"	261	4933692	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2001"	"2001"	249	4982796	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2002"	"2002"	234	5018935	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2003"	"2003"	240	5053572	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2004"	"2004"	228	5087713	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2005"	"2005"	202	5119598	3.9
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2006"	"2006"	211	5163555	4.1
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2007"	"2007"	261	5207203	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2008"	"2008"	243	5247018	4.6
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2009"	"2009"	248	5281203	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2010"	"2010"	268	5310418	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2011"	"2011"	264	5348036	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2012"	"2012"	273	5380615	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2013"	"2013"	259	5422060	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"1999"	"1999"	174	2828408	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2000"	"2000"	159	2848353	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2001"	"2001"	143	2852994	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2002"	"2002"	149	2858681	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2003"	"2003"	142	2868312	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2004"	"2004"	143	2889010	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2005"	"2005"	160	2876229	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2006"	"2006"	125	2904978	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2007"	"2007"	133	2928350	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2008"	"2008"	138	2947806	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2009"	"2009"	137	2958774	4.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2010"	"2010"	139	2970811	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2011"	"2011"	150	2978464	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2012"	"2012"	167	2986137	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2013"	"2013"	173	2992206	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"1999"	"1999"	288	5561948	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2000"	"2000"	286	5607285	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2001"	"2001"	265	5641142	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2002"	"2002"	267	5674825	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2003"	"2003"	268	5709403	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2004"	"2004"	286	5747741	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2005"	"2005"	287	5790300	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2006"	"2006"	265	5842704	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2007"	"2007"	296	5887612	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2008"	"2008"	307	5923916	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2009"	"2009"	313	5961088	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2010"	"2010"	292	5996085	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2011"	"2011"	288	6010544	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2012"	"2012"	315	6025281	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2013"	"2013"	306	6044917	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"1999"	"1999"	48	897507	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2000"	"2000"	53	903773	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2001"	"2001"	40	906961	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2002"	"2002"	46	911667	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2003"	"2003"	55	919630	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2004"	"2004"	47	930009	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2005"	"2005"	54	940102	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2006"	"2006"	49	952692	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2007"	"2007"	55	964706	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2008"	"2008"	51	976415	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2009"	"2009"	39	983982	4.0
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2010"	"2010"	56	990575	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2011"	"2011"	67	997661	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2012"	"2012"	58	1005163	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2013"	"2013"	53	1014864	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"1999"	"1999"	96	1704764	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2000"	"2000"	101	1713820	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2001"	"2001"	86	1719836	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2002"	"2002"	89	1728292	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2003"	"2003"	82	1738643	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2004"	"2004"	96	1749370	5.5
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2005"	"2005"	90	1761497	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2006"	"2006"	80	1772693	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2007"	"2007"	104	1783440	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2008"	"2008"	104	1796378	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2009"	"2009"	97	1812683	5.4
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2010"	"2010"	88	1829865	4.8
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2011"	"2011"	116	1842232	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2012"	"2012"	97	1855487	5.2
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2013"	"2013"	110	1868969	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"1999"	"1999"	81	1934718	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2000"	"2000"	85	2018741	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2001"	"2001"	71	2098399	3.4
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2002"	"2002"	79	2173791	3.6
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2003"	"2003"	98	2248850	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2004"	"2004"	94	2346222	4.0
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2005"	"2005"	99	2432143	4.1
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2006"	"2006"	110	2522658	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2007"	"2007"	100	2601072	3.8
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2008"	"2008"	112	2653630	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2009"	"2009"	96	2684665	3.6
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2010"	"2010"	110	2703493	4.1
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2011"	"2011"	123	2718586	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2012"	"2012"	128	2755245	4.6
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2013"	"2013"	113	2791494	4.0
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"1999"	"1999"	62	1222014	5.1
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2000"	"2000"	57	1239882	4.6
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2001"	"2001"	63	1255517	5.0
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2002"	"2002"	71	1269089	5.6
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2003"	"2003"	53	1279840	4.1
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2004"	"2004"	72	1290121	5.6
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2005"	"2005"	66	1298492	5.1
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2006"	"2006"	71	1308389	5.4
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2007"	"2007"	62	1312540	4.7
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2008"	"2008"	69	1315906	5.2
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2009"	"2009"	70	1316102	5.3
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2010"	"2010"	79	1316517	6.0
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2011"	"2011"	74	1318109	5.6
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2012"	"2012"	73	1321297	5.5
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2013"	"2013"	67	1322616	5.1
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"1999"	"1999"	349	8359592	4.2
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2000"	"2000"	339	8430621	4.0
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2001"	"2001"	326	8492671	3.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2002"	"2002"	323	8552643	3.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2003"	"2003"	313	8601402	3.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2004"	"2004"	356	8634561	4.1
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2005"	"2005"	349	8651974	4.0
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2006"	"2006"	325	8661679	3.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2007"	"2007"	363	8677885	4.2
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2008"	"2008"	330	8711090	3.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2009"	"2009"	353	8755602	4.0
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2010"	"2010"	364	8803580	4.1
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2011"	"2011"	379	8842614	4.3
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2012"	"2012"	395	8876000	4.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2013"	"2013"	364	8911502	4.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"1999"	"1999"	68	1808082	3.8
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2000"	"2000"	57	1821204	3.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2001"	"2001"	71	1831690	3.9
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2002"	"2002"	62	1855309	3.3
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2003"	"2003"	73	1877574	3.9
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2004"	"2004"	78	1903808	4.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2005"	"2005"	70	1932274	3.6
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2006"	"2006"	75	1962137	3.8
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2007"	"2007"	65	1990070	3.3
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2008"	"2008"	94	2010662	4.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2009"	"2009"	71	2036802	3.5
