"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2001"	"2001"	63	1165067	5.4
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2002"	"2002"	74	1161678	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2003"	"2003"	52	1159918	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2004"	"2004"	58	1156070	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2005"	"2005"	63	1148563	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2006"	"2006"	46	1141712	4.0
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2007"	"2007"	53	1137678	4.7
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2008"	"2008"	52	1136364	4.6
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2009"	"2009"	75	1135377	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2010"	"2010"	61	1135342	5.4
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2011"	"2011"	57	1135411	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2012"	"2012"	67	1135067	5.9
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2013"	"2013"	64	1136153	5.6
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"1999"	"1999"	25	431981	5.8
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2000"	"2000"	35	444311	7.9
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2001"	"2001"	33	461037	7.2
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2002"	"2002"	33	478889	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2003"	"2003"	37	497662	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2004"	"2004"	20	522431	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2005"	"2005"	29	555029	5.2
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2006"	"2006"	36	582678	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2007"	"2007"	42	604716	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2008"	"2008"	27	610984	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2009"	"2009"	40	612297	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2010"	"2010"	25	620521	4.0
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2011"	"2011"	31	631412	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2012"	"2012"	48	644988	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2013"	"2013"	53	661336	8.0
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"1999"	"1999"	34	546169	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2000"	"2000"	27	550916	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2001"	"2001"	22	556901	4.0
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2002"	"2002"	24	565179	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2003"	"2003"	20	573376	3.5
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2004"	"2004"	20	587231	3.4
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2005"	"2005"	22	598313	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2006"	"2006"	18	614463	2.9
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2007"	"2007"	30	628384	4.8
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2008"	"2008"	29	643613	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2009"	"2009"	43	655447	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2010"	"2010"	25	667724	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2011"	"2011"	33	681482	4.8
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2012"	"2012"	30	697435	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2013"	"2013"	40	712081	5.6
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"1999"	"1999"	74	1686617	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	89	1728616	5.1
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	76	1769476	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	82	1806638	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	87	1841489	4.7
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	78	1880010	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	73	1934168	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	71	2009239	3.5
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	87	2086153	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	90	2151756	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	92	2195856	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	85	2223894	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	90	2257149	4.0
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	115	2295879	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	119	2337339	5.1
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"1999"	"1999"	24	473820	5.1
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2000"	"2000"	27	477630	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2001"	"2001"	35	481798	7.3
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2002"	"2002"	30	485957	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	28	490089	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	34	494709	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	21	499564	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	19	506473	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	17	513100	3.3
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	33	518778	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	26	524082	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	26	529103	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	31	533162	5.8
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	36	537997	6.7
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	32	542161	5.9
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	348	9035654	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	325	9113234	3.6
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	349	9169580	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	315	9206032	3.4
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	328	9233303	3.6
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	339	9260676	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	296	9276302	3.2
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	336	9297749	3.6
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	318	9337140	3.4
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	308	9384555	3.3
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	359	9429498	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	374	9470069	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	387	9493464	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	403	9519316	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	392	9544796	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	100	1984493	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	86	1999554	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	97	2012228	4.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	88	2020396	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	80	2031529	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	72	2042753	3.5
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	98	2054879	4.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	103	2069960	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	80	2084042	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	93	2095040	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	95	2107649	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	93	2117863	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	95	2123332	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	98	2129786	4.6
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	97	2138536	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	111	2149943	5.2
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	104	2147532	4.8
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	106	2141787	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	101	2136201	4.7
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	97	2131150	4.6
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	116	2122934	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	94	2111699	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	112	2099415	5.3
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	92	2091596	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	98	2085110	4.7
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	118	2081063	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	102	2075558	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	114	2068399	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	121	2064570	5.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	119	2065328	5.8
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"1999"	"1999"	22	529338	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	23	540593	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	21	557057	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	21	565688	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	31	569231	5.4
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	32	578345	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	24	587778	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	39	602532	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	34	609490	5.6
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	33	620644	5.3
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	31	630998	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	23	650351	3.5
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	25	660278	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	38	669100	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	39	678711	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"1999"	"1999"	34	640126	5.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2000"	"2000"	28	649567	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2001"	"2001"	27	659125	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2002"	"2002"	27	666087	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2003"	"2003"	23	676083	3.4
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2004"	"2004"	32	690421	4.6
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2005"	"2005"	27	699160	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2006"	"2006"	25	715091	3.5
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2007"	"2007"	27	730546	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2008"	"2008"	34	745740	4.6
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2009"	"2009"	37	759400	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2010"	"2010"	38	769661	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2011"	"2011"	30	776630	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2012"	"2012"	29	784279	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2013"	"2013"	36	792422	4.5
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"1999"	"1999"	68	1658194	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2000"	"2000"	68	1682068	4.0
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2001"	"2001"	64	1706779	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2002"	"2002"	80	1726352	4.6
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2003"	"2003"	58	1749262	3.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2004"	"2004"	74	1769572	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2005"	"2005"	73	1791126	4.1
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2006"	"2006"	58	1816992	3.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2007"	"2007"	81	1841539	4.4
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2008"	"2008"	91	1865647	4.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2009"	"2009"	79	1887548	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2010"	"2010"	80	1906177	4.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2011"	"2011"	68	1925540	3.5
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2012"	"2012"	73	1945659	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2013"	"2013"	102	1969032	5.2
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	187	5101405	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	198	5235385	3.8
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	208	5376413	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	234	5482944	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	198	5575785	3.6
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	209	5666333	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	231	5776543	4.0
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	219	5942755	3.7
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	235	6081907	3.9
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	213	6211115	3.4
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	231	6341740	3.6
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	221	6452725	3.4
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	236	6574866	3.6
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	236	6710066	3.5
