"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Liver"	"21071"	" Memphis, TN-MS-AR  "	"32820"	"2010"	"2010"	78	1326580	5.9
	"Liver"	"21071"	" Memphis, TN-MS-AR  "	"32820"	"2011"	"2011"	84	1332790	6.3
	"Liver"	"21071"	" Memphis, TN-MS-AR  "	"32820"	"2012"	"2012"	95	1340755	7.1
	"Liver"	"21071"	" Memphis, TN-MS-AR  "	"32820"	"2013"	"2013"	77	1341710	5.7
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"1999"	"1999"	218	4932004	4.4
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2000"	"2000"	229	5025895	4.6
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2001"	"2001"	244	5110780	4.8
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2002"	"2002"	232	5197205	4.5
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2003"	"2003"	257	5261713	4.9
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	260	5336368	4.9
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2005"	"2005"	310	5411148	5.7
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2006"	"2006"	275	5429748	5.1
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2007"	"2007"	297	5422987	5.5
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2008"	"2008"	296	5454633	5.4
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2009"	"2009"	351	5504624	6.4
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2010"	"2010"	337	5586506	6.0
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2011"	"2011"	339	5706892	5.9
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	344	5789346	5.9
	"Liver"	"21071"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	350	5863458	6.0
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"1999"	"1999"	46	1496255	3.1
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2000"	"2000"	54	1502420	3.6
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2001"	"2001"	44	1507257	2.9
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2002"	"2002"	63	1514251	4.2
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2003"	"2003"	51	1519746	3.4
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2004"	"2004"	64	1522302	4.2
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2005"	"2005"	52	1522391	3.4
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2006"	"2006"	63	1523907	4.1
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2007"	"2007"	63	1530492	4.1
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2008"	"2008"	66	1538232	4.3
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2009"	"2009"	65	1549613	4.2
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2010"	"2010"	71	1556535	4.6
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2011"	"2011"	70	1561141	4.5
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2012"	"2012"	63	1566755	4.0
	"Liver"	"21071"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2013"	"2013"	89	1570167	5.7
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"1999"	"1999"	59	2994735	2.0
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2000"	"2000"	84	3044425	2.8
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2001"	"2001"	64	3086645	2.1
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2002"	"2002"	76	3116197	2.4
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2003"	"2003"	93	3143413	3.0
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2004"	"2004"	79	3171902	2.5
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2005"	"2005"	110	3199046	3.4
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2006"	"2006"	103	3234367	3.2
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2007"	"2007"	115	3269613	3.5
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2008"	"2008"	114	3301252	3.5
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2009"	"2009"	113	3330508	3.4
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2010"	"2010"	130	3355105	3.9
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2011"	"2011"	132	3389149	3.9
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2012"	"2012"	137	3423070	4.0
	"Liver"	"21071"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2013"	"2013"	130	3461434	3.8
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2002"	"2002"	22	477469	4.6
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2003"	"2003"	24	487357	4.9
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2004"	"2004"	19	492613	3.9
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2008"	"2008"	20	509032	3.9
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2009"	"2009"	18	511536	3.5
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2010"	"2010"	20	515283	3.9
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2011"	"2011"	29	518270	5.6
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2012"	"2012"	34	522134	6.5
	"Liver"	"21071"	" Modesto, CA  "	"33700"	"2013"	"2013"	30	526286	5.7
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"1999"	"1999"	30	1362545	2.2
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2000"	"2000"	46	1387417	3.3
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2001"	"2001"	53	1409191	3.8
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2002"	"2002"	51	1427867	3.6
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2003"	"2003"	57	1450015	3.9
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2004"	"2004"	56	1478449	3.8
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2005"	"2005"	48	1511310	3.2
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2006"	"2006"	64	1553397	4.1
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2007"	"2007"	72	1592365	4.5
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2008"	"2008"	71	1626925	4.4
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2009"	"2009"	88	1654243	5.3
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2010"	"2010"	89	1675913	5.3
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2011"	"2011"	102	1698288	6.0
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2012"	"2012"	97	1727153	5.6
	"Liver"	"21071"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2013"	"2013"	111	1758577	6.3
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"1999"	"1999"	31	820396	3.8
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2000"	"2000"	25	824911	3.0
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2001"	"2001"	23	829875	2.8
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2002"	"2002"	30	835099	3.6
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2003"	"2003"	28	841939	3.3
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2004"	"2004"	26	844505	3.1
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2005"	"2005"	42	847162	5.0
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2006"	"2006"	38	850207	4.5
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2007"	"2007"	23	853598	2.7
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2008"	"2008"	39	856622	4.6
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2009"	"2009"	37	860025	4.3
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2010"	"2010"	35	863367	4.1
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2011"	"2011"	45	864049	5.2
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2012"	"2012"	43	864031	5.0
	"Liver"	"21071"	" New Haven-Milford, CT  "	"35300"	"2013"	"2013"	47	863016	5.4
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"1999"	"1999"	75	1338370	5.6
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2000"	"2000"	87	1339280	6.5
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2001"	"2001"	87	1344528	6.5
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2002"	"2002"	84	1354638	6.2
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2003"	"2003"	89	1365146	6.5
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2004"	"2004"	121	1377699	8.8
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2005"	"2005"	94	1231358	7.6
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2006"	"2006"	73	1040195	7.0
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2007"	"2007"	96	1096365	8.8
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2008"	"2008"	100	1135831	8.8
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2009"	"2009"	94	1167842	8.0
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2010"	"2010"	88	1195794	7.4
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2011"	"2011"	111	1214235	9.1
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2012"	"2012"	80	1228375	6.5
	"Liver"	"21071"	" New Orleans-Metairie, LA  "	"35380"	"2013"	"2013"	122	1241949	9.8
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	763	18806645	4.1
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	765	18980010	4.0
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	809	19109150	4.2
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	778	19195261	4.1
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	855	19248311	4.4
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	892	19253664	4.6
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	883	19227714	4.6
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	903	19200372	4.7
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	916	19236108	4.8
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	926	19338823	4.8
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	1001	19469123	5.1
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	1009	19599534	5.1
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	996	19756128	5.0
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	1080	19874606	5.4
	"Liver"	"21071"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	1065	20002086	5.3
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"1999"	"1999"	28	581892	4.8
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2000"	"2000"	36	592809	6.1
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2001"	"2001"	41	605988	6.8
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2002"	"2002"	36	620540	5.8
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2003"	"2003"	37	634862	5.8
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2004"	"2004"	31	653934	4.7
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2005"	"2005"	25	674757	3.7
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2006"	"2006"	35	685132	5.1
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2007"	"2007"	41	691735	5.9
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2008"	"2008"	43	695944	6.2
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2009"	"2009"	36	697973	5.2
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2010"	"2010"	36	703462	5.1
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2011"	"2011"	62	708971	8.7
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2012"	"2012"	50	720121	6.9
	"Liver"	"21071"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2013"	"2013"	68	732659	9.3
	"Liver"	"21071"	" Ogden-Clearfield, UT  "	"36260"	"2001"	"2001"	17	495459	3.4
	"Liver"	"21071"	" Ogden-Clearfield, UT  "	"36260"	"2010"	"2010"	20	599569	3.3
	"Liver"	"21071"	" Ogden-Clearfield, UT  "	"36260"	"2012"	"2012"	21	612629	3.4
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"1999"	"1999"	28	1088347	2.6
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2000"	"2000"	46	1098132	4.2
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2001"	"2001"	27	1108860	2.4
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2002"	"2002"	36	1122241	3.2
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2003"	"2003"	36	1134419	3.2
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2004"	"2004"	54	1145524	4.7
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2005"	"2005"	53	1161308	4.6
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2006"	"2006"	52	1182668	4.4
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2007"	"2007"	59	1199665	4.9
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2008"	"2008"	55	1216645	4.5
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2009"	"2009"	59	1237780	4.8
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2010"	"2010"	57	1257888	4.5
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2011"	"2011"	65	1276858	5.1
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2012"	"2012"	67	1297886	5.2
	"Liver"	"21071"	" Oklahoma City, OK  "	"36420"	"2013"	"2013"	74	1320585	5.6
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"1999"	"1999"	19	761603	2.5
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2000"	"2000"	17	769291	2.2
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2001"	"2001"	19	776165	2.4
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2002"	"2002"	23	783567	2.9
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2003"	"2003"	26	792086	3.3
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2004"	"2004"	25	803214	3.1
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2005"	"2005"	23	814309	2.8
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2006"	"2006"	18	824961	2.2
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2007"	"2007"	28	834554	3.4
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2008"	"2008"	37	845119	4.4
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2009"	"2009"	31	856233	3.6
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2010"	"2010"	28	868113	3.2
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2011"	"2011"	37	876979	4.2
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2012"	"2012"	30	885707	3.4
	"Liver"	"21071"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2013"	"2013"	48	895573	5.4
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"1999"	"1999"	55	1607993	3.4
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2000"	"2000"	66	1656890	4.0
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2001"	"2001"	79	1710359	4.6
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2002"	"2002"	58	1760345	3.3
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2003"	"2003"	68	1811544	3.8
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2004"	"2004"	62	1878077	3.3
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2005"	"2005"	89	1955794	4.6
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2006"	"2006"	81	2020057	4.0
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2007"	"2007"	90	2057865	4.4
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2008"	"2008"	100	2087489	4.8
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2009"	"2009"	96	2111917	4.5
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2010"	"2010"	137	2139686	6.4
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2011"	"2011"	118	2176088	5.4
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2012"	"2012"	117	2225901	5.3
	"Liver"	"21071"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2013"	"2013"	139	2271083	6.1
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2000"	"2000"	25	756506	3.3
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2002"	"2002"	27	779489	3.5
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2003"	"2003"	30	788070	3.8
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2004"	"2004"	23	793994	2.9
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2005"	"2005"	18	794197	2.3
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2006"	"2006"	29	798183	3.6
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2007"	"2007"	30	800027	3.7
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2008"	"2008"	44	806353	5.5
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2009"	"2009"	43	815130	5.3
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2010"	"2010"	40	825353	4.8
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2011"	"2011"	39	830973	4.7
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2012"	"2012"	45	835476	5.4
	"Liver"	"21071"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2013"	"2013"	43	840972	5.1
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"1999"	"1999"	17	472138	3.6
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2000"	"2000"	18	477819	3.8
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2001"	"2001"	21	486429	4.3
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2002"	"2002"	25	495425	5.0
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2003"	"2003"	32	504847	6.3
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2004"	"2004"	27	518722	5.2
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2005"	"2005"	30	529907	5.7
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2006"	"2006"	28	535138	5.2
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2007"	"2007"	28	539719	5.2
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2008"	"2008"	26	542378	4.8
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2009"	"2009"	41	542109	7.6
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2010"	"2010"	31	544029	5.7
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2011"	"2011"	28	544431	5.1
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2012"	"2012"	42	547669	7.7
	"Liver"	"21071"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2013"	"2013"	35	551440	6.3
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"1999"	"1999"	219	5665210	3.9
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2000"	"2000"	241	5691968	4.2
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2001"	"2001"	231	5713954	4.0
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2002"	"2002"	233	5743383	4.1
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2003"	"2003"	285	5773864	4.9
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2004"	"2004"	268	5804535	4.6
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2005"	"2005"	263	5829139	4.5
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2006"	"2006"	288	5856125	4.9
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2007"	"2007"	306	5882126	5.2
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2008"	"2008"	293	5906917	5.0
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2009"	"2009"	314	5941539	5.3
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2010"	"2010"	354	5971276	5.9
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2011"	"2011"	371	5997083	6.2
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2012"	"2012"	373	6020925	6.2
	"Liver"	"21071"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	376	6036228	6.2
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"1999"	"1999"	94	3178349	3.0
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2000"	"2000"	111	3273477	3.4
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2001"	"2001"	122	3363736	3.6
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	123	3452470	3.6
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2003"	"2003"	124	3536388	3.5
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2004"	"2004"	138	3637332	3.8
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2005"	"2005"	142	3774696	3.8
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2006"	"2006"	147	3914212	3.8
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	169	4018128	4.2
