"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2001"	"2001"	107	1165067	9.2
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2002"	"2002"	111	1161678	9.6
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2003"	"2003"	101	1159918	8.7
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2004"	"2004"	106	1156070	9.2
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2005"	"2005"	96	1148563	8.4
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2006"	"2006"	95	1141712	8.3
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2007"	"2007"	84	1137678	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2008"	"2008"	97	1136364	8.5
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2009"	"2009"	113	1135377	10.0
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2010"	"2010"	91	1135342	8.0
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2011"	"2011"	93	1135411	8.2
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2012"	"2012"	95	1135067	8.4
	"Brain and Other Nervous System"	"31010-31040"	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"2013"	"2013"	93	1136153	8.2
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"1999"	"1999"	52	431981	12.0
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2000"	"2000"	55	444311	12.4
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2001"	"2001"	35	461037	7.6
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2002"	"2002"	47	478889	9.8
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2003"	"2003"	43	497662	8.6
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2004"	"2004"	47	522431	9.0
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2005"	"2005"	47	555029	8.5
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2006"	"2006"	47	582678	8.1
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2007"	"2007"	54	604716	8.9
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2008"	"2008"	51	610984	8.3
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2009"	"2009"	51	612297	8.3
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2010"	"2010"	46	620521	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2011"	"2011"	62	631412	9.8
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2012"	"2012"	60	644988	9.3
	"Brain and Other Nervous System"	"31010-31040"	" Cape Coral-Fort Myers, FL  "	"15980"	"2013"	"2013"	52	661336	7.9
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"1999"	"1999"	39	546169	7.1
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2000"	"2000"	28	550916	5.1
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2001"	"2001"	24	556901	4.3
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2002"	"2002"	41	565179	7.3
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2003"	"2003"	38	573376	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2004"	"2004"	42	587231	7.2
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2005"	"2005"	44	598313	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2006"	"2006"	49	614463	8.0
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2007"	"2007"	64	628384	10.2
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2008"	"2008"	45	643613	7.0
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2009"	"2009"	36	655447	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2010"	"2010"	42	667724	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2011"	"2011"	48	681482	7.0
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2012"	"2012"	42	697435	6.0
	"Brain and Other Nervous System"	"31010-31040"	" Charleston-North Charleston, SC  "	"16700"	"2013"	"2013"	49	712081	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"1999"	"1999"	117	1686617	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	110	1728616	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	102	1769476	5.8
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	123	1806638	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	105	1841489	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	107	1880010	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	132	1934168	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	146	2009239	7.3
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	141	2086153	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	136	2151756	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	137	2195856	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	155	2223894	7.0
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	156	2257149	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	159	2295879	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	144	2337339	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	45	490089	9.2
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	25	494709	5.1
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	30	499564	6.0
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	29	506473	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	34	513100	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	41	518778	7.9
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	34	524082	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	34	529103	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	35	533162	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	45	537997	8.4
	"Brain and Other Nervous System"	"31010-31040"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	33	542161	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	557	9035654	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	505	9113234	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	556	9169580	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	529	9206032	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	560	9233303	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	586	9260676	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	569	9276302	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	634	9297749	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	575	9337140	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	605	9384555	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	595	9429498	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	640	9470069	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	631	9493464	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	580	9519316	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	581	9544796	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	134	1984493	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	147	1999554	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	136	2012228	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	135	2020396	6.7
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	133	2031529	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	139	2042753	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	150	2054879	7.3
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	136	2069960	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	154	2084042	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	159	2095040	7.6
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	159	2107649	7.5
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	163	2117863	7.7
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	144	2123332	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	159	2129786	7.5
	"Brain and Other Nervous System"	"31010-31040"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	173	2138536	8.1
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	154	2149943	7.2
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	148	2147532	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	148	2141787	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	148	2136201	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	131	2131150	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	145	2122934	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	166	2111699	7.9
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	163	2099415	7.8
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	142	2091596	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	174	2085110	8.3
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	181	2081063	8.7
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	168	2075558	8.1
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	175	2068399	8.5
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	150	2064570	7.3
	"Brain and Other Nervous System"	"31010-31040"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	173	2065328	8.4
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"1999"	"1999"	34	529338	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	31	540593	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	40	557057	7.2
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	38	565688	6.7
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	39	569231	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	41	578345	7.1
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	39	587778	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	51	602532	8.5
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	37	609490	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	32	620644	5.2
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	50	630998	7.9
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	52	650351	8.0
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	43	660278	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	42	669100	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	36	678711	5.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"1999"	"1999"	43	640126	6.7
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2000"	"2000"	31	649567	4.8
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2001"	"2001"	47	659125	7.1
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2002"	"2002"	42	666087	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2003"	"2003"	38	676083	5.6
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2004"	"2004"	48	690421	7.0
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2005"	"2005"	44	699160	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2006"	"2006"	36	715091	5.0
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2007"	"2007"	45	730546	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2008"	"2008"	67	745740	9.0
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2009"	"2009"	41	759400	5.4
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2010"	"2010"	50	769661	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2011"	"2011"	51	776630	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2012"	"2012"	50	784279	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Columbia, SC  "	"17900"	"2013"	"2013"	54	792422	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"1999"	"1999"	147	1658194	8.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2000"	"2000"	100	1682068	5.9
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2001"	"2001"	120	1706779	7.0
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2002"	"2002"	116	1726352	6.7
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2003"	"2003"	119	1749262	6.8
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2004"	"2004"	135	1769572	7.6
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2005"	"2005"	133	1791126	7.4
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2006"	"2006"	149	1816992	8.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2007"	"2007"	132	1841539	7.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2008"	"2008"	158	1865647	8.5
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2009"	"2009"	155	1887548	8.2
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2010"	"2010"	105	1906177	5.5
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2011"	"2011"	102	1925540	5.3
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2012"	"2012"	136	1945659	7.0
	"Brain and Other Nervous System"	"31010-31040"	" Columbus, OH  "	"18140"	"2013"	"2013"	161	1969032	8.2
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	311	5101405	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	342	5235385	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	355	5376413	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	356	5482944	6.5
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	338	5575785	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	359	5666333	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	357	5776543	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	393	5942755	6.6
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	417	6081907	6.9
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	389	6211115	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	395	6341740	6.2
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	367	6452725	5.7
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	418	6574866	6.4
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	375	6710066	5.6
	"Brain and Other Nervous System"	"31010-31040"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	433	6823113	6.3
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"1999"	"1999"	70	808010	8.7
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2000"	"2000"	49	805938	6.1
	"Brain and Other Nervous System"	"31010-31040"	" Dayton, OH  "	"19380"	"2001"	"2001"	68	804479	8.5
