"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2011"	"2011"	183	1244938	14.7
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2012"	"2012"	186	1251870	14.9
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2013"	"2013"	229	1262244	18.1
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"1999"	"1999"	50	531380	9.4
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2000"	"2000"	57	537485	10.6
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2001"	"2001"	51	544773	9.4
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2002"	"2002"	57	552305	10.3
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2003"	"2003"	61	559138	10.9
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2004"	"2004"	61	566363	10.8
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2005"	"2005"	62	573036	10.8
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2006"	"2006"	68	580296	11.7
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2007"	"2007"	64	587711	10.9
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2008"	"2008"	67	594452	11.3
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2009"	"2009"	75	601715	12.5
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2010"	"2010"	77	606409	12.7
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2011"	"2011"	84	613773	13.7
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2012"	"2012"	78	620401	12.6
	"Pancreas"	"21100"	" Madison, WI  "	"31540"	"2013"	"2013"	74	627466	11.8
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"1999"	"1999"	33	555875	5.9
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2000"	"2000"	45	573216	7.9
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2001"	"2001"	35	590067	5.9
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2002"	"2002"	35	610520	5.7
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2003"	"2003"	47	632475	7.4
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2004"	"2004"	34	653779	5.2
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2005"	"2005"	38	674982	5.6
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2006"	"2006"	46	695352	6.6
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2007"	"2007"	49	715264	6.9
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2008"	"2008"	56	736694	7.6
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2009"	"2009"	46	757468	6.1
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2010"	"2010"	48	779194	6.2
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2011"	"2011"	61	795303	7.7
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2012"	"2012"	64	807725	7.9
	"Pancreas"	"21100"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2013"	"2013"	66	818942	8.1
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2003"	"2003"	121	1247414	9.7
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2004"	"2004"	122	1258948	9.7
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2005"	"2005"	121	1271965	9.5
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2006"	"2006"	125	1291868	9.7
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2007"	"2007"	148	1302273	11.4
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2008"	"2008"	134	1310829	10.2
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2009"	"2009"	171	1317719	13.0
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2010"	"2010"	184	1326580	13.9
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2011"	"2011"	188	1332790	14.1
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2012"	"2012"	163	1340755	12.2
	"Pancreas"	"21100"	" Memphis, TN-MS-AR  "	"32820"	"2013"	"2013"	184	1341710	13.7
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"1999"	"1999"	697	4932004	14.1
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2000"	"2000"	744	5025895	14.8
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2001"	"2001"	784	5110780	15.3
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2002"	"2002"	709	5197205	13.6
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2003"	"2003"	810	5261713	15.4
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	752	5336368	14.1
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2005"	"2005"	825	5411148	15.2
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2006"	"2006"	781	5429748	14.4
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2007"	"2007"	846	5422987	15.6
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2008"	"2008"	898	5454633	16.5
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2009"	"2009"	901	5504624	16.4
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2010"	"2010"	860	5586506	15.4
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2011"	"2011"	870	5706892	15.2
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	868	5789346	15.0
	"Pancreas"	"21100"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	898	5863458	15.3
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"1999"	"1999"	210	1496255	14.0
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2000"	"2000"	177	1502420	11.8
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2001"	"2001"	213	1507257	14.1
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2002"	"2002"	208	1514251	13.7
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2003"	"2003"	168	1519746	11.1
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2004"	"2004"	205	1522302	13.5
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2005"	"2005"	186	1522391	12.2
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2006"	"2006"	209	1523907	13.7
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2007"	"2007"	201	1530492	13.1
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2008"	"2008"	210	1538232	13.7
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2009"	"2009"	242	1549613	15.6
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2010"	"2010"	249	1556535	16.0
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2011"	"2011"	232	1561141	14.9
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2012"	"2012"	252	1566755	16.1
	"Pancreas"	"21100"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2013"	"2013"	247	1570167	15.7
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"1999"	"1999"	37	438609	8.4
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2000"	"2000"	41	449471	9.1
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2001"	"2001"	28	463761	6.0
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2002"	"2002"	34	477469	7.1
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2003"	"2003"	58	487357	11.9
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2004"	"2004"	35	492613	7.1
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2005"	"2005"	39	500020	7.8
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2006"	"2006"	58	504651	11.5
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2007"	"2007"	55	507834	10.8
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2008"	"2008"	56	509032	11.0
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2009"	"2009"	57	511536	11.1
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2010"	"2010"	47	515283	9.1
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2011"	"2011"	59	518270	11.4
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2012"	"2012"	58	522134	11.1
	"Pancreas"	"21100"	" Modesto, CA  "	"33700"	"2013"	"2013"	60	526286	11.4
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2003"	"2003"	105	1450015	7.2
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2004"	"2004"	147	1478449	9.9
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2005"	"2005"	153	1511310	10.1
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2006"	"2006"	153	1553397	9.8
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2007"	"2007"	182	1592365	11.4
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2008"	"2008"	190	1626925	11.7
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2009"	"2009"	182	1654243	11.0
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2010"	"2010"	195	1675913	11.6
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2011"	"2011"	208	1698288	12.2
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2012"	"2012"	179	1727153	10.4
	"Pancreas"	"21100"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2013"	"2013"	207	1758577	11.8
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"1999"	"1999"	121	820396	14.7
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2000"	"2000"	90	824911	10.9
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2001"	"2001"	120	829875	14.5
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2002"	"2002"	125	835099	15.0
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2003"	"2003"	129	841939	15.3
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2004"	"2004"	127	844505	15.0
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2005"	"2005"	135	847162	15.9
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2006"	"2006"	133	850207	15.6
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2007"	"2007"	145	853598	17.0
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2008"	"2008"	130	856622	15.2
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2009"	"2009"	149	860025	17.3
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2010"	"2010"	149	863367	17.3
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2011"	"2011"	145	864049	16.8
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2012"	"2012"	122	864031	14.1
	"Pancreas"	"21100"	" New Haven-Milford, CT  "	"35300"	"2013"	"2013"	130	863016	15.1
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"1999"	"1999"	149	1338370	11.1
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2000"	"2000"	170	1339280	12.7
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2001"	"2001"	142	1344528	10.6
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2002"	"2002"	168	1354638	12.4
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2003"	"2003"	166	1365146	12.2
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2004"	"2004"	160	1377699	11.6
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2005"	"2005"	138	1231358	11.2
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2006"	"2006"	139	1040195	13.4
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2007"	"2007"	124	1096365	11.3
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2008"	"2008"	157	1135831	13.8
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2009"	"2009"	145	1167842	12.4
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2010"	"2010"	157	1195794	13.1
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2011"	"2011"	178	1214235	14.7
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2012"	"2012"	177	1228375	14.4
	"Pancreas"	"21100"	" New Orleans-Metairie, LA  "	"35380"	"2013"	"2013"	198	1241949	15.9
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	2439	18806645	13.0
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	2514	18980010	13.2
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	2423	19109150	12.7
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	2388	19195261	12.4
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	2521	19248311	13.1
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	2580	19253664	13.4
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	2497	19227714	13.0
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	2674	19200372	13.9
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	2741	19236108	14.2
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	2845	19338823	14.7
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	2906	19469123	14.9
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	2965	19599534	15.1
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	3077	19756128	15.6
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	3083	19874606	15.5
	"Pancreas"	"21100"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	3141	20002086	15.7
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"1999"	"1999"	136	581892	23.4
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2000"	"2000"	160	592809	27.0
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2001"	"2001"	139	605988	22.9
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2002"	"2002"	137	620540	22.1
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2003"	"2003"	146	634862	23.0
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2004"	"2004"	141	653934	21.6
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2005"	"2005"	116	674757	17.2
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2006"	"2006"	134	685132	19.6
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2007"	"2007"	150	691735	21.7
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2008"	"2008"	153	695944	22.0
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2009"	"2009"	150	697973	21.5
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2010"	"2010"	139	703462	19.8
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2011"	"2011"	167	708971	23.6
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2012"	"2012"	160	720121	22.2
	"Pancreas"	"21100"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2013"	"2013"	139	732659	19.0
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"1999"	"1999"	37	478978	7.7
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2000"	"2000"	23	487906	4.7
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2001"	"2001"	33	495459	6.7
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2002"	"2002"	39	504247	7.7
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2003"	"2003"	36	513021	7.0
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2004"	"2004"	34	522374	6.5
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2005"	"2005"	28	532425	5.3
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2006"	"2006"	41	545746	7.5
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2007"	"2007"	45	561767	8.0
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2008"	"2008"	35	577040	6.1
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2009"	"2009"	46	588773	7.8
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2010"	"2010"	56	599569	9.3
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2011"	"2011"	54	605878	8.9
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2012"	"2012"	80	612629	13.1
	"Pancreas"	"21100"	" Ogden-Clearfield, UT  "	"36260"	"2013"	"2013"	61	622238	9.8
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"1999"	"1999"	114	1088347	10.5
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2000"	"2000"	126	1098132	11.5
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2001"	"2001"	103	1108860	9.3
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2002"	"2002"	115	1122241	10.2
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2003"	"2003"	108	1134419	9.5
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2004"	"2004"	107	1145524	9.3
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2005"	"2005"	112	1161308	9.6
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2006"	"2006"	118	1182668	10.0
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2007"	"2007"	112	1199665	9.3
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2008"	"2008"	103	1216645	8.5
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2009"	"2009"	138	1237780	11.1
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2010"	"2010"	137	1257888	10.9
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2011"	"2011"	150	1276858	11.7
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2012"	"2012"	162	1297886	12.5
	"Pancreas"	"21100"	" Oklahoma City, OK  "	"36420"	"2013"	"2013"	141	1320585	10.7
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"1999"	"1999"	88	761603	11.6
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2000"	"2000"	71	769291	9.2
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2001"	"2001"	69	776165	8.9
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2002"	"2002"	58	783567	7.4
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2003"	"2003"	81	792086	10.2
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2004"	"2004"	88	803214	11.0
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2005"	"2005"	81	814309	9.9
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2006"	"2006"	118	824961	14.3
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2007"	"2007"	90	834554	10.8
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2008"	"2008"	102	845119	12.1
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2009"	"2009"	106	856233	12.4
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2010"	"2010"	111	868113	12.8
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2011"	"2011"	104	876979	11.9
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2012"	"2012"	126	885707	14.2
	"Pancreas"	"21100"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2013"	"2013"	123	895573	13.7
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"1999"	"1999"	161	1607993	10.0
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2000"	"2000"	149	1656890	9.0
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2001"	"2001"	175	1710359	10.2
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2002"	"2002"	180	1760345	10.2
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2003"	"2003"	209	1811544	11.5
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2004"	"2004"	200	1878077	10.6
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2005"	"2005"	210	1955794	10.7
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2006"	"2006"	232	2020057	11.5
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2007"	"2007"	200	2057865	9.7
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2008"	"2008"	204	2087489	9.8
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2009"	"2009"	256	2111917	12.1
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2010"	"2010"	257	2139686	12.0
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2011"	"2011"	269	2176088	12.4
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2012"	"2012"	296	2225901	13.3
	"Pancreas"	"21100"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2013"	"2013"	305	2271083	13.4
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"1999"	"1999"	64	743357	8.6
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2000"	"2000"	69	756506	9.1
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2001"	"2001"	65	766689	8.5
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2002"	"2002"	90	779489	11.5
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2003"	"2003"	60	788070	7.6
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2004"	"2004"	67	793994	8.4
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2005"	"2005"	70	794197	8.8
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2006"	"2006"	97	798183	12.2
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2007"	"2007"	78	800027	9.7
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2008"	"2008"	87	806353	10.8
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2009"	"2009"	71	815130	8.7
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2010"	"2010"	100	825353	12.1
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2011"	"2011"	104	830973	12.5
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2012"	"2012"	104	835476	12.4
	"Pancreas"	"21100"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2013"	"2013"	111	840972	13.2
	"Pancreas"	"21100"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"1999"	"1999"	66	472138	14.0
	"Pancreas"	"21100"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2000"	"2000"	87	477819	18.2
